id,title,main_picture,start_date,end_date,synopsis,mean,rank,popularity,num_list_users,num_scoring_users,nsfw,created_at,updated_at,media_type,status,genres,num_episodes,start_season,broadcast,source,average_episode_duration,rating,background,studios,statistics,tv_ranking
30503,Noragami Aragoto,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/1689/94850.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/1689/94850l.jpg'}",2015-10-03,2015-12-26,"Yato and Yukine have finally mended their relationship as god and Regalia. As a minor and unknown deity, Yato continues to take odd jobs for five yen apiece in hopes of one day having millions of worshippers and his own grand shrine. He has yet to fix Hiyori Iki's loose soul, but she cheerily prepares for high school nonetheless.

While things are seemingly back to normal, the complicated history between Yato and Bishamon—goddess of war and warriors—resurfaces. Bishamon holds a mysterious old grudge against Yato, which results in violent clashes between them. To further complicate matters, Bishamon's most trusted Regalia, Kazuma, is indebted to Yato. When lives are on the line, unraveling these secrets is possibly the only way to correct mistakes of the past.

[Written by MAL Rewrite]
",8.17,354,74,1276541,780633,white,2015-03-31T10:09:18+00:00,2022-03-22T12:03:00+00:00,tv,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 2, 'name': 'Adventure'}, {'id': 4, 'name': 'Comedy'}, {'id': 27, 'name': 'Shounen'}, {'id': 37, 'name': 'Supernatural'}]",13,"{'year': 2015, 'season': 'fall'}","{'day_of_the_week': 'saturday', 'start_time': '01:05'}",manga,1450,pg_13,,"[{'id': 4, 'name': 'Bones'}]","{'status': {'watching': '46800', 'completed': '1038920', 'on_hold': '19978', 'dropped': '12031', 'plan_to_watch': '163066'}, 'num_list_users': 1280795}",221
853,Ouran Koukou Host Club,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/2/71992.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/2/71992l.jpg'}",2006-04-05,2006-09-27,"Haruhi Fujioka is a studious girl who has recently enrolled at the prestigious Ouran Academy. One day, while looking for a quiet and peaceful place to study, she stumbles across a seemingly unused music room. Upon entering, Haruhi is welcomed by the members of the well-known Host Club: a club in which attractive boys amuse girls from across the entire school. However, when Tamaki Suou—the founder and president of the club—startles the bright scholarship student, she accidentally breaks an expensive vase.

With repayment looking difficult for Haruhi, the Host Club members come up with the perfect solution to the girl's problem: work for the club and ultimately become a Host herself! Mistaken for a boy by her peers, Haruhi has to entertain various female students while coping with her fellow Hosts' extravagant personalities.

[Written by MAL Rewrite]
",8.17,355,115,989706,588247,white,2006-04-08T17:29:29+00:00,2022-03-22T12:36:50+00:00,tv,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 22, 'name': 'Romance'}, {'id': 23, 'name': 'School'}, {'id': 25, 'name': 'Shoujo'}]",26,"{'year': 2006, 'season': 'spring'}","{'day_of_the_week': 'wednesday', 'start_time': '00:50'}",manga,1401,pg_13,"In addition to this anime and the source manga, Ouran Koukou Host Club also received a visual novel adaptation for PlayStation 2 in 2007 and Nintendo DS in 2009. Furthermore, it spawned a live-action TV series and film that were released in Japan in 2011 and 2012, respectively.
","[{'id': 4, 'name': 'Bones'}]","{'status': {'watching': '45485', 'completed': '754349', 'on_hold': '32051', 'dropped': '30034', 'plan_to_watch': '129145'}, 'num_list_users': 991064}",222
42249,Tokyo Revengers,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/1884/114790.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/1884/114790l.jpg'}",2021-04-11,2021-09-19,"Takemichi Hanagaki’s second year of middle school was the highest point in his life. He had respect, a gang of friends he could count on, and even a girlfriend. But that was twelve years ago. Today, he’s a nobody: a washed-up nonentity made fun of by children and always forced to apologize to his younger boss. A sudden news report on the Tokyo Manji Gang’s cruel murder of the only girlfriend he ever had alongside her brother only adds insult to injury. Half a second before a train ends his pitiful life for good, Takemichi flashes back to that same day twelve years ago, when he was still dating Hinata Tachibana.

After being forced to relive the very same day that began his downward spiral, Takemichi meets Hinata’s younger brother. Without thinking, he admits to his seeming death before flashing back to the past. Takemichi urges him to protect his sister before inexplicably returning to the future. Miraculously, he isn’t dead. Stranger still, the future has changed. It seems as though Takemichi can alter the flow of time. Given the chance to prevent his ex-girlfriend’s tragic death at the hands of the Tokyo Manji Gang, Takemichi decides to fly through time to change the course of the future.

[Written by MAL Rewrite]",8.17,357,141,869506,414195,white,2020-06-18T15:21:17+00:00,2022-03-22T12:34:49+00:00,tv,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 8, 'name': 'Drama'}, {'id': 23, 'name': 'School'}, {'id': 27, 'name': 'Shounen'}, {'id': 37, 'name': 'Supernatural'}]",24,"{'year': 2021, 'season': 'spring'}","{'day_of_the_week': 'sunday', 'start_time': '02:08'}",manga,1421,r,,"[{'id': 839, 'name': 'LIDENFILMS'}]","{'status': {'watching': '218149', 'completed': '423712', 'on_hold': '27357', 'dropped': '30171', 'plan_to_watch': '174009'}, 'num_list_users': 873398}",223
11597,Nisemonogatari,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/1044/103654.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/1044/103654l.jpg'}",2012-01-08,2012-03-18,"Surviving a vampire attack, meeting several girls plagued by supernatural entities, and just trying to get through life are some of the things high school student Koyomi Araragi has had to deal with lately. On top of all this, he wakes up one morning to find himself kidnapped and tied up by his girlfriend Hitagi Senjougahara. Having run afoul of Deishuu Kaiki, a swindler who conned Senjougahara's family, she has taken it upon herself to imprison Araragi to keep him safe from the con man. But when Araragi gets a frantic message from his sister Karen, he learns that the fraud has set his sights on her.

Along with Karen's troubles, his other sister, Tsukihi, is having issues of her own. And when two mysterious women who seem to know more than they should about Araragi and his special group of friends step into their lives, not even he could anticipate their true goals, nor the catastrophic truths soon to be revealed.

[Written by MAL Rewrite]",8.16,359,229,665614,390126,white,2011-09-15T14:45:10+00:00,2022-03-21T21:33:35+00:00,tv,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 9, 'name': 'Ecchi'}, {'id': 7, 'name': 'Mystery'}, {'id': 37, 'name': 'Supernatural'}]",11,"{'year': 2012, 'season': 'winter'}","{'day_of_the_week': 'sunday', 'start_time': '00:00'}",light_novel,1555,r,"Aside from the anime and books, there is also a visual novel for the Playstation Portable that tackles part of the series.","[{'id': 44, 'name': 'Shaft'}]","{'status': {'watching': '24611', 'completed': '493477', 'on_hold': '11796', 'dropped': '6746', 'plan_to_watch': '129335'}, 'num_list_users': 665965}",224
235,Detective Conan,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/7/75199.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/7/75199l.jpg'}",1996-01-08,,"Shinichi Kudou, a high school student of astounding talent in detective work, is well known for having solved several challenging cases. One day, when Shinichi spots two suspicious men and decides to follow them, he inadvertently becomes witness to a disturbing illegal activity. Unfortunately, he is caught in the act, so the men dose him with an experimental drug formulated by their criminal organization, leaving him to his death. However, to his own astonishment, Shinichi lives to see another day, but now in the body of a seven-year-old child.

Perfectly preserving his original intelligence, he hides his real identity from everyone, including his childhood friend Ran Mouri and her father, private detective Kogorou Mouri. To this end, he takes on the alias of Conan Edogawa, inspired by the mystery writers Arthur Conan Doyle and Ranpo Edogawa.

Detective Conan follows Shinichi who, as Conan, starts secretly solving the senior Mouri's cases from behind the scenes with his still exceptional sleuthing skills, while covertly investigating the organization responsible for his current state, hoping to reverse the drug's effects someday.

[Written by MAL Rewrite]",8.16,363,615,301637,138985,white,2005-11-13T02:32:28+00:00,2022-03-22T09:00:01+00:00,tv,currently_airing,"[{'id': 2, 'name': 'Adventure'}, {'id': 4, 'name': 'Comedy'}, {'id': 7, 'name': 'Mystery'}, {'id': 39, 'name': 'Police'}, {'id': 27, 'name': 'Shounen'}]",0,"{'year': 1996, 'season': 'winter'}","{'day_of_the_week': 'saturday', 'start_time': '18:00'}",manga,1500,pg_13,"In 2003, FUNimation licensed the first 104 episodes of the series for North American production under the name Case Closed. They later decided to stop pursuing more episodes past episode 123 due to poor sales. In 2014, Crunchyroll obtained a license to stream simulcast episodes of Detective Conan on their website starting with episode 754. 

Winner of the Animation Award (DIVE Award) of the 2010 Japanese Movie Critics Awards.","[{'id': 73, 'name': 'TMS Entertainment'}]","{'status': {'watching': '138092', 'completed': '3', 'on_hold': '64304', 'dropped': '42316', 'plan_to_watch': '56931'}, 'num_list_users': 301646}",225
239,Gankutsuou,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/10/2235.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/10/2235l.jpg'}",2004-10-06,2005-03-30,"In the year 5053, French aristocrats Viscount Albert de Morcerf and Baron Franz d'Epinay attend the festival of Carnival on the moon city of Luna. While Franz is just looking to have fun, Albert is seeking something more to fill his life—but he finds more than he bargained for in The Count of Monte Cristo, a mysterious and charming self-made nobleman who meets his gaze during an opera performance.
 
Through a few twists and turns, Albert befriends the Count and introduces him into French society. The Count, however, has more on his mind than just friendship; he plots to finally unleash his vengeance on those who wronged him years earlier. Gankutsuou follows Albert and the Count's intertwined destinies and the ultimate price paid for enacting revenge.

[Written by MAL Rewrite]",8.16,365,855,221968,64003,white,2005-11-13T02:38:02+00:00,2022-03-22T10:31:21+00:00,tv,finished_airing,"[{'id': 8, 'name': 'Drama'}, {'id': 7, 'name': 'Mystery'}, {'id': 24, 'name': 'Sci-Fi'}, {'id': 37, 'name': 'Supernatural'}, {'id': 41, 'name': 'Suspense'}]",24,"{'year': 2004, 'season': 'fall'}","{'day_of_the_week': 'tuesday', 'start_time': '02:12'}",novel,1440,r,,"[{'id': 3, 'name': 'Gonzo'}]","{'status': {'watching': '11182', 'completed': '76177', 'on_hold': '9708', 'dropped': '6985', 'plan_to_watch': '118179'}, 'num_list_users': 222231}",226
232,Cardcaptor Sakura,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/8/60781.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/8/60781l.jpg'}",1998-04-07,2000-03-21,"Ten-year-old Sakura Kinomoto is an ordinary fourth-grade student living in Tomoeda until, one day, she stumbles upon a mysterious book of cards titled ""The Clow."" Pondering over her discovery, she unintentionally causes a magical gust of wind to scatter the cards all over town.

The accident awakens the Beast of the Seal—Keroberos, nicknamed ""Kero""—who tells Sakura that she has released the mystical ""Clow Cards"" created by the sorcerer Clow Reed. Due to each Card's ability to act independently and their incredible power, Clow had sealed them away. Now that they have been set free, the Cards pose great danger to the world, and it is up to Sakura to put an end to them.

Appointing Sakura as the ""Cardcaptor"" and granting her the Sealed Key, Kero tasks her with finding and recapturing all the Clow Cards. Alongside her best friend Tomoyo Daidouji, and with Kero's guidance, Sakura must learn to balance her new secret duty with the everyday troubles as she takes flight on her magical adventures as Cardcaptor Sakura.

[Written by MAL Rewrite]
",8.15,368,461,385338,183926,white,2005-11-13T02:28:29+00:00,2022-03-22T05:46:09+00:00,tv,finished_airing,"[{'id': 2, 'name': 'Adventure'}, {'id': 4, 'name': 'Comedy'}, {'id': 8, 'name': 'Drama'}, {'id': 10, 'name': 'Fantasy'}, {'id': 22, 'name': 'Romance'}, {'id': 23, 'name': 'School'}, {'id': 25, 'name': 'Shoujo'}]",70,"{'year': 1998, 'season': 'spring'}","{'day_of_the_week': 'tuesday', 'start_time': '18:00'}",manga,1500,pg,Cardcaptor Sakura won the Animage Grand Prix award for Best Anime in 1999.,"[{'id': 11, 'name': 'Madhouse'}]","{'status': {'watching': '27469', 'completed': '239906', 'on_hold': '23890', 'dropped': '16036', 'plan_to_watch': '78551'}, 'num_list_users': 385852}",227
813,Dragon Ball Z,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/1607/117271.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/1607/117271l.jpg'}",1989-04-26,1996-01-31,"Five years after winning the World Martial Arts tournament, Gokuu is now living a peaceful life with his wife and son. This changes, however, with the arrival of a mysterious enemy named Raditz who presents himself as Gokuu's long-lost brother. He reveals that Gokuu is a warrior from the once powerful but now virtually extinct Saiyan race, whose homeworld was completely annihilated. When he was sent to Earth as a baby, Gokuu's sole purpose was to conquer and destroy the planet; but after suffering amnesia from a head injury, his violent and savage nature changed, and instead was raised as a kind and well-mannered boy, now fighting to protect others.

With his failed attempt at forcibly recruiting Gokuu as an ally, Raditz warns Gokuu's friends of a new threat that's rapidly approaching Earth—one that could plunge Earth into an intergalactic conflict and cause the heavens themselves to shake. A war will be fought over the seven mystical dragon balls, and only the strongest will survive in Dragon Ball Z.

[Written by MAL Rewrite]",8.15,370,99,1072124,723460,white,2006-03-12T06:12:51+00:00,2022-03-22T13:03:21+00:00,tv,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 2, 'name': 'Adventure'}, {'id': 4, 'name': 'Comedy'}, {'id': 10, 'name': 'Fantasy'}, {'id': 17, 'name': 'Martial Arts'}, {'id': 27, 'name': 'Shounen'}, {'id': 31, 'name': 'Super Power'}]",291,"{'year': 1989, 'season': 'spring'}","{'day_of_the_week': 'wednesday', 'start_time': '19:00'}",manga,1440,pg_13,"The U.S. version is a dubbed alternative version of the Original Japanese anime. For example, blood has been taken out, beer is called root-beer, dead is called ""Another Universe"" and people emigrate before the destroying of cities. (Source: YouTube movie - Anime History Day)

The U.S. version edited and compiled the original for a reduced episode count of 276, instead of the original 291. The proper episode count was later restored on the uncut ""Orange Brick"" Season Set releases by FUNimation Entertainment released from 2006 to 2009. Additionally, the North American ""Orange Brick"" Season Sets as well as the Season Set Blu-rays crop the show from its original 4:3 aspect ratio to 16:9. The only complete 4:3 release ever released in English were the Dragon Boxes which have long since gone out of print.","[{'id': 18, 'name': 'Toei Animation'}]","{'status': {'watching': '41872', 'completed': '926636', 'on_hold': '23292', 'dropped': '28046', 'plan_to_watch': '53749'}, 'num_list_users': 1073595}",228
39792,Eizouken ni wa Te wo Dasu na!,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/1680/110451.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/1680/110451l.jpg'}",2020-01-06,2020-03-23,"Midori Asakusa sees the world a bit differently. Always having her nose in a sketchbook, Asakusa draws detailed landscapes and backgrounds of both the world around her and the one within her boundless imagination. Even the simple act of doodling on a wall evolves into an emergency repair on the outer hull of her spaceship. She is only brought back to reality by her best friend Sayaka Kanamori. The pair are stark opposites, with Asakusa's childlike wonder contrasted by Kanamori's calculated approach to life. 

After a chance encounter where the two ""save"" the young model Tsubame Misuzaki from her overprotective bodyguard, a connection instantly sparks between Asakusa and Misuzaki, as both share an intense passion for art and animation. Whereas Asakusa is interested in backgrounds and settings, Misuzaki loves drawing the human form. Sensing a money-making opportunity, Kanamori suggests that they start an animation club, which they disguise as a motion picture club since the school already has an anime club. Thus begins the trio's journey of producing animation that will awe the world. 

From the brilliant mind of Masaaki Yuasa, Eizouken ni wa Te wo Dasu na! is a love letter to animation, wildly creative in its approach, and a testament to the potential of the medium.

[Written by MAL Rewrite]",8.15,371,673,282414,108484,white,2019-05-08T03:57:12+00:00,2022-03-22T03:09:42+00:00,tv,finished_airing,"[{'id': 2, 'name': 'Adventure'}, {'id': 4, 'name': 'Comedy'}, {'id': 23, 'name': 'School'}, {'id': 42, 'name': 'Seinen'}]",12,"{'year': 2020, 'season': 'winter'}","{'day_of_the_week': 'monday', 'start_time': '00:10'}",manga,1500,pg_13,,"[{'id': 1591, 'name': 'Science SARU'}]","{'status': {'watching': '34214', 'completed': '119755', 'on_hold': '16775', 'dropped': '14118', 'plan_to_watch': '98073'}, 'num_list_users': 282935}",229
3701,Kaiba,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/7/13193.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/7/13193l.jpg'}",2008-04-11,2008-07-25,"In a world where memories exist in memory chips separate from the body, death of the body no longer means death of the soul. It is possible for memories to be viewed, altered, and transferred between bodies. These memory chips are used by the rich to obtain eternal lives in carefully selected bodies, while for the poor, selling their own bodies and conserving their souls in the chips often become the only way to earn a living. An electrolytic cloud in the sky serves as a barrier between the heavens of the fortunate and the underworld of the destitute, making this social division impregnable. 

One day, a man named Kaiba wakes up in an empty room with no memories, a mysterious hole in his chest, and a locket holding the picture of an unknown woman. After escaping an attack and stumbling upon a decrepit village of underworld residents, he begins his adventure across the different planets of this strange universe to find out more about his own identity and the woman he once knew.

Through a journey of self-discovery and acceptance, Kaiba weaves together tales of souls and spirits and explores the importance of memories.

[Written by MAL Rewrite]",8.15,374,1368,132033,37673,white,2008-01-09T23:58:14+00:00,2022-03-22T11:44:39+00:00,tv,finished_airing,"[{'id': 2, 'name': 'Adventure'}, {'id': 7, 'name': 'Mystery'}, {'id': 22, 'name': 'Romance'}, {'id': 24, 'name': 'Sci-Fi'}]",12,"{'year': 2008, 'season': 'spring'}",,original,1440,r+,The series received an Excellence Prize for animation at the 2008 Japan Media Arts Festival.,"[{'id': 11, 'name': 'Madhouse'}]","{'status': {'watching': '6564', 'completed': '44540', 'on_hold': '4608', 'dropped': '3188', 'plan_to_watch': '73285'}, 'num_list_users': 132185}",230
1604,Katekyo Hitman Reborn!,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/13/80000.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/13/80000l.jpg'}",2006-10-07,2010-09-25,"There is no putting it lightly—Tsunayoshi Sawada is just no good. He is clumsy, talentless, and desperately in love with the school idol Kyouko Sasagawa, a girl so completely out of his league. Dubbed ""Loser Tsuna"" by his classmates, he seems to be the very personification of failure in the guise of a middle-schooler.

Tsuna's boring life takes an extraordinary twist when he encounters the mysterious Reborn, who happens to be a hitman... and shockingly, a baby! Sent from the strongest Mafia family in Italy, Reborn is assigned the daunting mission of preparing the dull middle schooler to succeed the ninth boss of the notorious Vongola family, who is on the brink of retirement. The dull boy has a grueling road ahead, but with the help of his new criminal affiliates and his peculiar home tutor, perhaps even Loser Tsuna can achieve greatness.

[Written by MAL Rewrite]",8.15,375,338,512020,214846,white,2006-10-24T18:09:10+00:00,2022-03-22T04:56:48+00:00,tv,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 4, 'name': 'Comedy'}, {'id': 27, 'name': 'Shounen'}, {'id': 31, 'name': 'Super Power'}]",203,"{'year': 2006, 'season': 'fall'}","{'day_of_the_week': 'saturday', 'start_time': '10:30'}",manga,1440,pg_13,,"[{'id': 8, 'name': 'Artland'}]","{'status': {'watching': '49977', 'completed': '256262', 'on_hold': '39086', 'dropped': '38818', 'plan_to_watch': '128348'}, 'num_list_users': 512491}",231
35857,Lupin III: Part 5,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/1235/91028.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/1235/91028l.jpg'}",2018-04-04,2018-09-19,"Genius thief Arsene Lupin III—along with the usual crew of Goemon Ishikawa XIII, Fujiko Mine, and Daisuke Jigen—finds himself in modern-day France, where he encounters both new and old adversaries, with Inspector Kouichi Zenigata still hot on his trail. As they steal from darker, more sinister entities, they will also have to find a way to deal with the newest technology in their escapades, as well as face the ghosts of their pasts. However, this time, Lupin's choices begin to catch up with him as his pursuers use every tool at their disposal to take him down once and for all.

[Written by MAL Rewrite]",8.15,377,3044,37355,13094,white,2017-07-06T18:29:20+00:00,2022-03-19T22:38:52+00:00,tv,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 2, 'name': 'Adventure'}, {'id': 4, 'name': 'Comedy'}, {'id': 7, 'name': 'Mystery'}, {'id': 42, 'name': 'Seinen'}]",24,"{'year': 2018, 'season': 'spring'}","{'day_of_the_week': 'wednesday', 'start_time': '01:29'}",manga,1365,pg_13,,"[{'id': 94, 'name': 'Telecom Animation Film'}]","{'status': {'watching': '4208', 'completed': '15973', 'on_hold': '1785', 'dropped': '1126', 'plan_to_watch': '14396'}, 'num_list_users': 37488}",232
4477,Nodame Cantabile: Paris-hen,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/4/11918.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/4/11918l.jpg'}",2008-10-10,2008-12-19,"Shinichi Chiaki conquers his fear of flying, and Megumi ""Nodame"" Noda's exceptional performance at a piano competition earns her an invitation to study at the prestigious Conservatoire de Paris. The pair go to Paris together to take the next step in their careers: Chiaki as a new rising conductor under the wing of the great maestro Franz von Stresemann, and Nodame as a pupil of the esteemed piano professor Charles Auclair.

But, of course, the music world is much bigger than the two of them could have ever imagined. Chiaki and Nodame, alongside old friends and new rivals, must fight and persevere to reach the dazzling musical heights that await them while never losing sight of what matters most.

[Written by MAL Rewrite]
",8.15,379,1499,115998,70321,white,2008-05-10T12:42:00+00:00,2022-03-19T21:54:27+00:00,tv,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 43, 'name': 'Josei'}, {'id': 19, 'name': 'Music'}, {'id': 22, 'name': 'Romance'}, {'id': 36, 'name': 'Slice of Life'}]",11,"{'year': 2008, 'season': 'fall'}","{'day_of_the_week': 'friday', 'start_time': '00:45'}",manga,1380,pg_13,,"[{'id': 7, 'name': 'J.C.Staff'}]","{'status': {'watching': '2833', 'completed': '90806', 'on_hold': '2136', 'dropped': '1244', 'plan_to_watch': '19038'}, 'num_list_users': 116057}",233
1827,Seirei no Moribito,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/4/50337.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/4/50337l.jpg'}",2007-04-07,2007-09-29,"On the precipice of a cataclysmic drought, the Star Readers of the Shin Yogo Empire must devise a plan to avoid widespread famine. It is written in ancient myths that the first emperor, along with eight warriors, slew a water demon to avoid a great drought and save the land that was to become Shin Yogo. If a water demon was to appear once more, its death could bring salvation. However, the water demon manifests itself within the body of the emperor's son, Prince Chagum—by the emperor's order, Chagum is to be sacrificed to save the empire.

Meanwhile, a mysterious spear-wielding mercenary named Balsa arrives in Shin Yogo on business. After saving Chagum from a thinly veiled assassination attempt, she is tasked by Chagum's mother to protect him from the emperor and his hunters. Bound by a sacred vow she once made, Balsa accepts.

Seirei no Moribito follows Balsa as she embarks on her journey to protect Chagum, exploring the beauty of life, nature, family, and the bonds that form between strangers.

[Written by MAL Rewrite]",8.15,380,961,198193,68350,white,2007-01-07T18:39:35+00:00,2022-03-18T07:19:51+00:00,tv,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 2, 'name': 'Adventure'}, {'id': 10, 'name': 'Fantasy'}, {'id': 13, 'name': 'Historical'}]",26,"{'year': 2007, 'season': 'spring'}","{'day_of_the_week': 'saturday', 'start_time': '08:06'}",novel,1500,pg_13,"Seirei no Moribito is based on Nahoko Uehashi's Moribito novel series. It adapts the first novel in the series, and greatly expands the midsection of the novel.","[{'id': 10, 'name': 'Production I.G'}]","{'status': {'watching': '11335', 'completed': '82491', 'on_hold': '8650', 'dropped': '5388', 'plan_to_watch': '90455'}, 'num_list_users': 198319}",234
37962,IDOLiSH7: Second Beat!,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/1962/106361.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/1962/106361l.jpg'}",2020-04-05,2020-12-27,"Following their performance at the Black or White event, the idol group IDOLiSH7 is at the height of its popularity, with offers for various concerts and work coming in every day, much to the joy of the seven boys and their manager. However, as their fame continues to rise, Riku Nanase's health begins worsening due to the heavy workload.

With the gigantic idol duo Re:vale showing interest in the group and the reopening event of the Zero Arena coming up, IDOLiSH7: Second Beat follows IDOLiSH7 as they not only struggle to adapt to the challenges of the idol life but also to face their personal troubles, all while continuously meeting the expectations of their treasured fans.

[Written by MAL Rewrite]",8.14,382,3863,23165,6882,white,2018-07-20T18:25:22+00:00,2022-03-18T16:43:35+00:00,tv,finished_airing,"[{'id': 8, 'name': 'Drama'}, {'id': 19, 'name': 'Music'}]",15,"{'year': 2020, 'season': 'spring'}","{'day_of_the_week': 'sunday', 'start_time': '23:00'}",game,1440,pg_13,,"[{'id': 1103, 'name': 'TROYCA'}]","{'status': {'watching': '2960', 'completed': '8750', 'on_hold': '920', 'dropped': '654', 'plan_to_watch': '10002'}, 'num_list_users': 23286}",235
18,Initial D Fourth Stage,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/9/10521.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/9/10521l.jpg'}",2004-04-17,2006-02-18,"Takumi Fujiwara finally joins Ryousuke and Keisuke Takahashi to create ""Project D."" Their goal is twofold: Ryousuke wants to develop his ""High-Speed Street Racing Theory,"" while Keisuke and Takumi aim at improving their driving skills by facing powerful opponents on dangerous roads. The idea of Project D is to challenge street racing teams from other prefectures to improve both their uphill and downhill records. In order to attract the attention of the best racing teams, Ryousuke creates a dedicated website to announce the future battles of Project D and post the team's results.

The fourth season of Initial D details the hardships and successes of the members of Project D as they try to become the best street racing team outside of Gunma Prefecture.

[Written by MAL Rewrite]",8.14,383,1254,148199,83210,white,2005-11-11T01:14:38+00:00,2022-03-21T23:01:51+00:00,tv,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 3, 'name': 'Cars'}, {'id': 8, 'name': 'Drama'}, {'id': 42, 'name': 'Seinen'}, {'id': 30, 'name': 'Sports'}]",24,"{'year': 2004, 'season': 'spring'}",,manga,1620,pg_13,,"[{'id': 179, 'name': 'A.C.G.T.'}]","{'status': {'watching': '7996', 'completed': '112941', 'on_hold': '3892', 'dropped': '1664', 'plan_to_watch': '22097'}, 'num_list_users': 148590}",236
186,Initial D Second Stage,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/8/12750.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/8/12750l.jpg'}",1999-10-15,2000-01-21,"Accumulating an impressive series of victories with his AE86, Takumi Fujiwara has imposed himself as street racing's newest rising star. However, his newly found confidence of winning at his home turf of Mount Akina has been put in jeopardy by a new Emperor team exclusively using a car model favored by most professional racing pilots: the Mitsubishi four-wheel drive Lancer Evolutions—also known as Lan Evos. The Emperor team leader, Kyouichi Sudou, looks down on Takumi and regards him as an inferior pilot for driving an antique car that lacks the makings of a true modern race car. Kyouichi's elitist philosophy is also the reason why his team is only made of Lan Evo drivers.

Will Takumi be able to keep his perfect track record intact against the highly skilled and mechanically superior Emperor team, or does his hot streak end here?

[Written by MAL Rewrite]",8.14,384,1080,172100,106560,white,2005-11-12T06:36:50+00:00,2022-03-21T22:38:43+00:00,tv,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 3, 'name': 'Cars'}, {'id': 8, 'name': 'Drama'}, {'id': 42, 'name': 'Seinen'}, {'id': 30, 'name': 'Sports'}]",13,"{'year': 1999, 'season': 'fall'}","{'day_of_the_week': 'friday', 'start_time': '01:55'}",manga,1400,pg_13,,"[{'id': 413, 'name': 'Pastel'}]","{'status': {'watching': '4207', 'completed': '145032', 'on_hold': '1657', 'dropped': '960', 'plan_to_watch': '20680'}, 'num_list_users': 172536}",237
