id,title,start_date,end_date,synopsis,mean,rank,popularity,num_list_users,num_scoring_users,nsfw,media_type,status,genres,num_episodes,source,average_episode_duration,rating,studios,ova_ranking,broadcast_day_of_the_week,broadcast_start_time,start_season_year,start_season_season,statistics_watching,statistics_completed,statistics_on_hold,statistics_dropped,statistics_plan_to_watch,statistics_num_list_users,positive_viewership_fraction,negative_viewership_fraction
1253,Saint Seiya: Meiou Hades Meikai-hen,2005-12-17,2007-02-06,"Seiya and the rest of the Bronze and Gold Saints who have survived the Sanctuary battle have entered the world of the Dead. They are fighting to get to Hades and defeat him. 

(Source: ANN)",7.75,954,2730,45091,27867,white,ova,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 2, 'name': 'Adventure'}, {'id': 6, 'name': 'Demons'}, {'id': 10, 'name': 'Fantasy'}, {'id': 24, 'name': 'Sci-Fi'}, {'id': 27, 'name': 'Shounen'}, {'id': 31, 'name': 'Super Power'}]",12,manga,1500,pg_13,"[{'id': 18, 'name': 'Toei Animation'}]",94,,,2005.0,fall,841.0,37631.0,576.0,411.0,5685.0,45144.0,0.9781,0.0219
38333,Gochuumon wa Usagi Desu ka??: Sing for You,2019-09-26,2019-09-26,"Chino Kafuu returns to Rabbit House with a horrified look on her face. When questioned by her friends, she explains to them that she had just agreed to sing the solo section of a song for her class’ graduation ceremony. Although they congratulate their friend on her important role, Chino reveals that she has stage fright, but is determined to overcome it before the ceremony takes place.With the support of her friends and special training from Rize Tedeza, will Chino be able to overcome her stage fright?

Gochuumon wa Usagi Desu ka??: Sing for You is a wholesome and heart-warming short story featuring Chino and the other girls from the cafe.

[Written by MAL Rewrite]",7.75,968,4038,21093,8927,white,ova,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 36, 'name': 'Slice of Life'}]",1,4_koma_manga,1500,pg_13,"[{'id': 1669, 'name': 'production doA'}]",95,,,2019.0,summer,551.0,12290.0,253.0,151.0,7941.0,21186.0,0.9809,0.0191
1007,Ranma ½ OVA,1993-10-21,1994-08-19,"Ranma Saotome continues his search for a way to become a normal teenage boy again. He gets into many hilarious situations involving the many girls in his life. One of the biggest challenges is overcoming the proposals from others who have found a suitable bride for Ranma. But he has his own worries and must muster up the best of his wits and martial arts to keep his sanity. It's not easy being desired by so many women (and men) and not breaking hearts of a few along the way. He just might be able to find it in his heart to confess to Akane or simply find another excuse that he can't marry such a tomboy girl. 

(Source: ANN)",7.74,989,3454,29332,14813,white,ova,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 17, 'name': 'Martial Arts'}, {'id': 22, 'name': 'Romance'}, {'id': 27, 'name': 'Shounen'}]",6,manga,1800,pg_13,"[{'id': 37, 'name': 'Studio Deen'}, {'id': 99, 'name': 'Kitty Films'}]",96,,,1993.0,fall,662.0,22592.0,488.0,331.0,5283.0,29356.0,0.9721,0.0279
20767,Noragami OVA,2014-02-17,2014-07-17,"Hiyori Iki is excited to start high school alongside her two middle school friends, but ""Delivery God"" Yato seems to have other plans for the day. Will Hiyori be able to make a good impression on her first day? Or will Yato cost her a happy high school life?

On another day, Hiyori decides to take advantage of the beautiful weather and invites a number of people to gaze at the cherry blossoms, including the fearsome combat god, Bishamon. But how long will their blissful day last when Yato and his old rival Bishamon start to drink together? 

[Written by MAL Rewrite]",7.73,996,629,297179,169592,white,ova,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 2, 'name': 'Adventure'}, {'id': 4, 'name': 'Comedy'}, {'id': 27, 'name': 'Shounen'}, {'id': 37, 'name': 'Supernatural'}]",2,manga,1440,pg_13,"[{'id': 4, 'name': 'Bones'}]",97,,,2014.0,winter,12713.0,245453.0,3988.0,1192.0,33920.0,297266.0,0.9826,0.0174
517,School Rumble: Ichi Gakki Hoshuu,2005-12-22,2005-12-22,"This two-part OVA is a series of shorts in relation to the School Rumble series. This OVA fills in gaps with new content between episodes from beginning to nearly the end.

(Source: ANN)",7.73,999,2458,55781,31643,white,ova,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 22, 'name': 'Romance'}, {'id': 23, 'name': 'School'}, {'id': 27, 'name': 'Shounen'}]",2,manga,1545,pg_13,"[{'id': 126, 'name': 'Studio Comet'}]",98,,,2005.0,fall,797.0,44354.0,551.0,346.0,9774.0,55822.0,0.9839,0.0161
36214,Asagao to Kase-san.,2018-06-09,2018-06-09,"Yui Yamada, a high school girl with a fondness for plants and gardening, starts dating Tomoka Kase, the ace of her school's track team. Yui is shy, girly, and has never been in a relationship. On the other hand, Tomoka is vivacious, tomboyish, and popular among her friends. Despite being different in so many ways, they try to understand and support each other while experiencing the rush of exhilaration that accompanies the magic of first love.

Asagao to Kase-san is a heartwarming tale of two girls dealing with their ever-increasing feelings for each other along with other concerns that plague the hearts of maidens in love.

[Written by MAL Rewrite]",7.73,1004,1877,86033,35987,white,ova,finished_airing,"[{'id': 26, 'name': 'Girls Love'}, {'id': 22, 'name': 'Romance'}, {'id': 23, 'name': 'School'}, {'id': 25, 'name': 'Shoujo'}]",1,manga,3480,pg_13,"[{'id': 218, 'name': 'Zexcs'}]",99,,,2018.0,spring,2560.0,45904.0,785.0,393.0,36992.0,86634.0,0.9864,0.0136
1520,Black Jack,1993-12-21,2011-12-16,"Kuroo Hazama, also known as ""Black Jack,"" is a legend in the medical world. Famous for being one of the best, as well as not having a license, Hazama and his assistant Pinoko save countless lives that other doctors cannot... for a price; an exorbitant price, in fact, which causes many to view the genius as greedy and heartless. Despite these claims, however, none can deny his skill and the lengths that he will go to treat his patients. This dark medical drama tells the story of the ominous and mysterious world of underground medicine as Black Jack risks his life to cure some of the most bizarre diseases imaginable, even if it means breaking every law in the process.

[Written by MAL Rewrite]",7.73,1005,3163,34854,9928,white,ova,finished_airing,"[{'id': 8, 'name': 'Drama'}, {'id': 7, 'name': 'Mystery'}, {'id': 40, 'name': 'Psychological'}, {'id': 41, 'name': 'Suspense'}]",12,manga,3000,pg_13,"[{'id': 200, 'name': 'Tezuka Productions'}]",100,,,1993.0,fall,2784.0,12523.0,1743.0,1297.0,16544.0,34891.0,0.9129,0.0871
13767,Junjou Romantica OVA,2012-12-20,2015-12-01,OVAs that come with the limited premium edition of volumes 16 and 20 of the manga series.,7.73,1013,2584,50445,23962,white,ova,finished_airing,"[{'id': 28, 'name': 'Boys Love'}, {'id': 4, 'name': 'Comedy'}, {'id': 8, 'name': 'Drama'}, {'id': 22, 'name': 'Romance'}]",2,manga,1365,pg_13,"[{'id': 37, 'name': 'Studio Deen'}]",101,,,2012.0,fall,6513.0,33526.0,1395.0,745.0,8295.0,50474.0,0.9576,0.0424
1910,Master Keaton OVA,1999-12-21,2000-06-20,"Taichi Keaton is a man of many talents: father, historian, frequent traveler, negotiator, archaeologist, former survival instructor, and all while working as an insurance investigator for Lloyd's of London. While his methods may seem a bit unorthodox, he gets the job done when needed, but not without a little something to learn or teach in the process. Through all of his adventures, some people call him a quack. Those who know him well call him a master of life...  

(Source: ANN)",7.73,1016,5850,8540,2406,white,ova,finished_airing,"[{'id': 2, 'name': 'Adventure'}, {'id': 8, 'name': 'Drama'}, {'id': 13, 'name': 'Historical'}, {'id': 7, 'name': 'Mystery'}, {'id': 42, 'name': 'Seinen'}, {'id': 36, 'name': 'Slice of Life'}]",15,manga,1440,r,"[{'id': 11, 'name': 'Madhouse'}]",102,,,1999.0,fall,378.0,3073.0,231.0,141.0,4728.0,8551.0,0.9565,0.0435
25303,Haikyuu!! Lev Genzan!,2015-03-04,2015-03-04,"Nekoma High School’s volleyball team recruits a new member: the half-Japanese, half-Russian Lev Haiba. Though the self-proclaimed ace is blessed with great height, he lacks basic volleyball techniques. This gives the team's setter, Kenma Kozume, a hard time when matching up with him.
 
To everyone’s surprise, Nekoma’s coach suggests that Lev play in the Kunihira Senior High School’s practice match, leaving Kenma no choice but to cooperate with the tall player. Will Kenma be able to overcome this new challenge?
 
[Written by MAL Rewrite]",7.72,1022,1485,117045,63672,white,ova,finished_airing,"[{'id': 27, 'name': 'Shounen'}, {'id': 30, 'name': 'Sports'}]",1,manga,1440,pg_13,"[{'id': 10, 'name': 'Production I.G'}]",103,,,2015.0,winter,1513.0,97496.0,704.0,396.0,16956.0,117065.0,0.9906,0.0094
15959,Nurarihyon no Mago OVA,2012-12-04,2013-03-04,"The story begins at about 100 years after the disappearance of Otome Yamabuki, Rihan Nura's first wife. Rihan has finally pulled himself together and his life returns to normal. As the head of the Nura Clan, he's busy working on building a harmonious world for humans and youkais. One day, he sees Setsura being upset so he decides to cheer her up by taking the clan to go enjoy the hot spring where Setsura makes up her mind to tell Rihan that she met Otome once after she left him about 100 years ago. She tells him the message that Otome left for him and the truth is...? 

(Source: Mangahere.com) ",7.71,1044,3866,23133,9839,white,ova,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 6, 'name': 'Demons'}, {'id': 27, 'name': 'Shounen'}, {'id': 37, 'name': 'Supernatural'}]",2,manga,1413,r+,"[{'id': 37, 'name': 'Studio Deen'}]",104,,,2012.0,fall,694.0,15736.0,322.0,165.0,6226.0,23143.0,0.979,0.021
31704,One Punch Man: Road to Hero,2015-12-04,2015-12-04,"Before Saitama became the man he is today, he trained and fought endlessly to become a hero. While every scuffle leaves his tracksuit uniform in tatters, he always has it mended for free thanks to his local tailor. One day, however, the tailor informs him that he must close up shop due to pressure from a local gang. Saitama decides to help him out—and gains something irreplaceable in the process.

[Written by MAL Rewrite]",7.71,1045,657,285852,165305,white,ova,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 4, 'name': 'Comedy'}, {'id': 20, 'name': 'Parody'}, {'id': 24, 'name': 'Sci-Fi'}, {'id': 31, 'name': 'Super Power'}, {'id': 37, 'name': 'Supernatural'}]",1,web_manga,1451,r,"[{'id': 11, 'name': 'Madhouse'}]",105,,,2015.0,fall,4330.0,250301.0,1084.0,594.0,30355.0,286664.0,0.9941,0.0059
31483,"Akagami no Shirayuki-hime: Nandemonai Takaramono, Kono Page",2016-01-05,2016-01-05,"Bundled with the limited edition 15th volume of the manga.

Chapters adapted
1. Volume 10, Chapter 41: Shirayuki to Zen, Hajimete no Joukamachi Date (白雪とゼン、はじめての城下町デート)
2. Volume 7, Special Chapter: Raji Ouji Youshou no Migiri (ラジ王子幼少のみぎり)
3. Volume 11, Special Chapter: Hajimari no Zen & Mitsuhide & Kiki (始まりのゼン＆ミツヒデ＆木々)",7.71,1050,2154,69252,34065,white,ova,finished_airing,"[{'id': 8, 'name': 'Drama'}, {'id': 10, 'name': 'Fantasy'}, {'id': 22, 'name': 'Romance'}, {'id': 25, 'name': 'Shoujo'}]",1,manga,1441,pg_13,"[{'id': 4, 'name': 'Bones'}]",106,,,2016.0,winter,1347.0,52175.0,629.0,339.0,14970.0,69460.0,0.9861,0.0139
978,Change!! Getter Robo: Sekai Saigo no Hi,1998-08-25,1999-05-25,"Dr. Saotome returns from the dead after being seemingly murdered by Getter pilot Nagare Ryoma and threatens the world with his ultimate creation: the Shin Dragon. Ryoma reluctantly teams up with his former co-pilots Jin Hayato and Tomoe Mushashi to combat Dr. Saotome. The pilots must also deal with the mysterious Invaders, aliens that have the ability to possess humans and warp their flesh to form hideous creatures.

(Source: Nihon Review)",7.71,1054,4898,13133,5077,white,ova,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 2, 'name': 'Adventure'}, {'id': 14, 'name': 'Horror'}, {'id': 18, 'name': 'Mecha'}, {'id': 40, 'name': 'Psychological'}, {'id': 24, 'name': 'Sci-Fi'}, {'id': 27, 'name': 'Shounen'}]",13,unknown,1500,r,"[{'id': 112, 'name': ""Brain's Base""}]",107,,,1998.0,summer,642.0,6339.0,410.0,345.0,5416.0,13152.0,0.9426,0.0574
18619,Girls & Panzer: Kore ga Hontou no Anzio-sen Desu!,2014-07-25,2014-07-25,"After a brilliant victory over Saunders University High School, girls from Ooarai now have to face Italian-themed Anzio Girls High School in the second round of the 63rd National High School Sensha-Dou Tournament. The high-spirited girls from Anzio, led by the charismatic Chiyomi Anzai, advance toward the battle equipped with baffling tactics and a secret weapon.

Ooarai will soon find out that what seemed to be a mere formality might take an unexpected and possibly disastrous turn. Whether they will win the match, or lose and doom their school to a closure, is still on a knife-edge.

[Written by MAL Rewrite]
",7.71,1061,2853,41771,23684,white,ova,finished_airing,"[{'id': 38, 'name': 'Military'}, {'id': 23, 'name': 'School'}, {'id': 30, 'name': 'Sports'}]",1,original,2280,pg_13,"[{'id': 60, 'name': 'Actas'}]",108,,,2014.0,summer,689.0,33250.0,307.0,200.0,7339.0,41785.0,0.9879,0.0121
474,Macross Plus,1994-08-25,1995-06-25,"The year is 2040 and the galaxy is flourishing with several colonies and advanced technology. AI is near perfection and the current top idol is the near-completed Virturoid Idol Sharon Apple. All that is missing are her actual feelings, which instead are supplied by Myung Fang Lone. Sharon's debut concert is on planet Eden, where at the same time, fighter pilots Isamu Dyson and Guld Bowman battle over air superiority for the ""Supernova Project."" Isamu, Guld and Myung were once childhood friends, but after an accident seven years ago, they went their own separate ways. With Myung back in the picture, the old disputes are once again awakened. And when an unstable and illegal AI technique is installed in Sharon, the situation is worsened. 

(Source: ANN)",7.71,1068,2841,42171,19952,white,ova,finished_airing,"[{'id': 8, 'name': 'Drama'}, {'id': 18, 'name': 'Mecha'}, {'id': 38, 'name': 'Military'}, {'id': 22, 'name': 'Romance'}, {'id': 24, 'name': 'Sci-Fi'}, {'id': 29, 'name': 'Space'}]",4,original,2340,r,"[{'id': 110, 'name': 'Triangle Staff'}]",109,,,1994.0,summer,1160.0,25778.0,613.0,439.0,14230.0,42220.0,0.9751,0.0249
885,Tenshi no Tamago,1985-12-22,1985-12-22,"The surrealist world of Tenshi no Tamago is desolate and devoid of the bustle of traditional everyday life. Instead, the world is filled with ominous phenomena, including floating orbs populated with statues of goddesses, gargantuan army tanks that seem to move unmanned, armies of fishermen who chase after the shadows of nonexistent fish, and caverns solely decorated with glass vessels of water.

In this run-down world, a young girl takes care of a large egg and scavenges for food and drink. She encounters a mysterious man with a cross over his shoulder, who soon becomes curious about who she is and what her egg contains. They decide to explore the lost and broken landscape together, questioning each other about the nature of faith, the purpose of the world, and the origins of their lives.

[Written by MAL Rewrite]",7.7,1084,1488,116757,45864,white,ova,finished_airing,"[{'id': 5, 'name': 'Avant Garde'}, {'id': 8, 'name': 'Drama'}, {'id': 10, 'name': 'Fantasy'}]",1,original,4260,pg_13,"[{'id': 37, 'name': 'Studio Deen'}]",110,,,1985.0,fall,2935.0,58532.0,1201.0,616.0,53720.0,117004.0,0.9845,0.0155
28069,Shigatsu wa Kimi no Uso: Moments,2015-05-15,2015-05-15,"OVA bundled with the 11th Shigatsu wa Kimi no Uso manga volume.

The OVA will focus on Kousei, Emi, and Takeshi when they were younger, showing their troubles during their competitions and the beginning of their rivalry.

(Source: Shigatsu wa Kimi no Uso Wikia)",7.69,1089,1727,97950,55136,white,ova,finished_airing,"[{'id': 19, 'name': 'Music'}, {'id': 27, 'name': 'Shounen'}]",1,manga,1394,pg_13,"[{'id': 56, 'name': 'A-1 Pictures'}]",111,,,2015.0,spring,1236.0,77712.0,679.0,354.0,17969.0,97950.0,0.9895,0.0105
37773,"Yuru Yuri,",2019-09-18,2019-09-18,"Akari Akaza, Chinatsu Yoshikawa, Kyouko Toshinou, and Yui Funami return to commemorate an exciting occasion! Despite their initial bizarre celebration ideas, they decide to hold a party at their Amusement Club room. With the help of friends from the Student Council, they start preparing for the big day—with a surprise planned for a special someone.

Join the girls as they work together to create an enjoyable and memorable party, all the while interacting with one another with their cute and unique quirks.

[Written by MAL Rewrite]",7.69,1094,3664,26015,8849,gray,ova,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 26, 'name': 'Girls Love'}, {'id': 23, 'name': 'School'}, {'id': 36, 'name': 'Slice of Life'}]",1,manga,1900,pg_13,"[{'id': 1087, 'name': 'Lay-duce'}]",112,,,2019.0,summer,523.0,12783.0,215.0,151.0,12466.0,26138.0,0.986,0.014
4811,Ichigo Mashimaro Encore,2009-01-23,2009-03-25,Ichigo Mashimaro encore is a two-episode OVA continues onwards from the previous set of OVAs of Ichigo Mashimaro.,7.69,1103,4097,20270,10610,white,ova,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 36, 'name': 'Slice of Life'}]",2,4_koma_manga,1620,pg_13,"[{'id': 39, 'name': 'Daume'}]",113,,,2009.0,winter,439.0,14898.0,261.0,151.0,4541.0,20290.0,0.9797,0.0203
1888,Ichigo Mashimaro OVA,2007-02-23,2007-04-25,"Based on Barasui's manga series, Ichigo Mashimaro follows the life of Nobue Itou, her younger sister Chika, and her friends. The basic premise of the show can be summed up in ""cute girls do cute things in cute ways"", be it trying to quit smoking, going outside to play, celebrating a holiday, or doing school work. This OVA picks up where the series left off, continuing the adventures of your everyday life, only cuter. 

(Source: AniDB)",7.69,1104,3892,22874,12576,white,ova,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 23, 'name': 'School'}, {'id': 36, 'name': 'Slice of Life'}]",3,4_koma_manga,1500,pg_13,"[{'id': 39, 'name': 'Daume'}]",114,,,2007.0,winter,420.0,17521.0,298.0,188.0,4473.0,22900.0,0.9788,0.0212
15117,Kami nomi zo Shiru Sekai: Tenri-hen,2012-10-18,2012-12-18,"It is summer break and Keima intends to spend all his time on video games. An old acquaintance, the timid girl Tenri, comes back into the neighborhood—and apparently has a lost soul inside her. It is up to Keima and Elysia to unravel the secrets of her heart.

(Source: ANN)",7.69,1105,1406,126682,75821,white,ova,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 35, 'name': 'Harem'}, {'id': 22, 'name': 'Romance'}, {'id': 27, 'name': 'Shounen'}, {'id': 37, 'name': 'Supernatural'}]",2,manga,1380,pg_13,"[{'id': 32, 'name': 'Manglobe'}]",115,,,2012.0,fall,1888.0,106516.0,859.0,473.0,16974.0,126710.0,0.9895,0.0105
398,Seikai no Senki III,2005-08-06,2005-08-06,"Jinto and Lafiel were riding on a light-armed transport ship ""Bokbrusue"" and navigating at the planar space of the Hyde System. This was for Jinto to govern the Hyde System, which returned to Empirial rule after the Union retreated, officially as an Earl. However, the government of Martin, Jinto`s motherland, resisted obstinately against the Empirial rule. On the other side, ""Daiichi Jyuurin Sentai"" (the First Devastation Fleet), formed with the new ship type ""Attack Vessel"", travelled to the Hyde System for drilling practices, but... 

(Source: ANN)",7.67,1145,4498,16459,8410,white,ova,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 38, 'name': 'Military'}, {'id': 22, 'name': 'Romance'}, {'id': 24, 'name': 'Sci-Fi'}, {'id': 29, 'name': 'Space'}]",2,light_novel,2250,pg_13,"[{'id': 14, 'name': 'Sunrise'}]",116,,,2005.0,summer,406.0,11247.0,218.0,155.0,4439.0,16465.0,0.9773,0.0227
33032,Drifters: Special Edition,2016-06-06,2016-06-06,Bundled with the fifth manga volume.,7.67,1154,3366,30712,14507,white,ova,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 2, 'name': 'Adventure'}, {'id': 4, 'name': 'Comedy'}, {'id': 10, 'name': 'Fantasy'}, {'id': 13, 'name': 'Historical'}, {'id': 21, 'name': 'Samurai'}, {'id': 42, 'name': 'Seinen'}]",1,manga,2493,r,"[{'id': 1360, 'name': 'Hoods Drifters Studio'}]",117,,,2016.0,spring,863.0,22229.0,325.0,314.0,7026.0,30757.0,0.9792,0.0208
33071,Bungou Stray Dogs: Hitori Ayumu,2017-08-04,2017-08-04,"Armed Detective Agency members discuss the most suitable candidate for the second-in-command. Doppo Kunikida is carrying out official errands as planned in his diary as usual. Unexpectedly, a bomb-related incident occurs, challenging the ideals he has always upheld. When weighing one life over hundreds, how will he proceed?

[Written by MAL Rewrite]",7.66,1168,1338,136675,70961,white,ova,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 7, 'name': 'Mystery'}, {'id': 42, 'name': 'Seinen'}, {'id': 31, 'name': 'Super Power'}, {'id': 37, 'name': 'Supernatural'}]",1,manga,1426,pg_13,"[{'id': 4, 'name': 'Bones'}]",118,,,2017.0,summer,1714.0,104338.0,732.0,346.0,30243.0,137373.0,0.9922,0.0078
1011,Ranma ½ Super,1995-09-21,1996-01-19,"Super OVA 1: Based on a story from vol. 27 of the manga, Shampoo and Ukyo arrange to travel to a cave that is legendary for breaking up couples. They hope they will cause Ranma and Akane to break-up and Shampoo hopes to ditch Mousse the same way.

Super OVA 2: ""Jaaku no Oni"" (lit. ""The Wicked Demon"") was released in 1995. Based on a story from vol. 29 of the manga, an Oni (that wears a tiger-striped diaper just like the Oni of Urusei Yatsura) escapes it`s sealed box and begins to possess people in the neighborhood.

Super OVA 3: This is a story from vol. 31. Ranma disturbs a doll that takes revenge on anyone that shows it disrespect. In order to teach Ranma a lesson, the doll possesses Akane and tries on many occasions to attack him. 

(Source: AniDB)",7.65,1187,4395,17385,8003,white,ova,finished_airing,"[{'id': 2, 'name': 'Adventure'}, {'id': 4, 'name': 'Comedy'}, {'id': 17, 'name': 'Martial Arts'}, {'id': 22, 'name': 'Romance'}, {'id': 27, 'name': 'Shounen'}, {'id': 37, 'name': 'Supernatural'}]",3,manga,1560,pg_13,[],119,,,1995.0,summer,353.0,12749.0,232.0,171.0,3887.0,17392.0,0.9768,0.0232
33064,Uchuu Senkan Yamato 2202: Ai no Senshi-tachi,2017-02-25,2019-03-01,"Three years since the return of the legendary Space Battleship Yamato, Earth has begun rebuilding itself and has made peace with the Gamilans. However, this recovery comes at the cost of utilizing the forbidden Wave Motion technology. 

Meanwhile, the notorious former crew members of the Yamato, who have each gone their separate ways, receive a psychic message from the mysterious Goddess Teresa. She urges them to return to their beloved ship and travel to the distant planet Terezart. They are promised a revolutionary power to combat the unprecedented threat of the relentless Gatlantis Empire, who are approaching Earth with all but innocent intentions.

Unable to resist her plea, the crew reassembles and sets sail on another perilous intergalactic voyage, one that will test their sheer courage and versatility in the face of an even greater foe.

[Written by MAL Rewrite]
",7.65,1192,4115,20038,5505,white,ova,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 8, 'name': 'Drama'}, {'id': 38, 'name': 'Military'}, {'id': 24, 'name': 'Sci-Fi'}, {'id': 29, 'name': 'Space'}]",26,original,1500,pg_13,"[{'id': 27, 'name': 'Xebec'}]",120,,,2017.0,winter,2777.0,6000.0,1048.0,543.0,9711.0,20079.0,0.9208,0.0792
1813,Genshiken OVA,2006-12-22,2007-04-25,"It's the start of a new year for the Genshiken crew, and that means recruiting new members. Always a dreaded task, The Society for the Study of Modern Visual Culture manages to get Chika Ogiue pushed onto them from the Manga Club. With her introduction of ""I'm Ogiue and I hate otaku,"" this year certainly will be anything but boring.

(Source: ANN)",7.64,1208,2664,47700,28171,white,ova,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 20, 'name': 'Parody'}, {'id': 36, 'name': 'Slice of Life'}]",3,manga,1440,pg_13,"[{'id': 30, 'name': 'Ajia-Do'}]",121,,,2006.0,fall,571.0,38164.0,471.0,258.0,8266.0,47730.0,0.9847,0.0153
3931,Initial D Battle Stage 2,2007-05-30,2007-05-30,"This is simply the OVA summing up the major events and battles of ""Initial D 4th Stage"" much like the ""Initial D Battle Stage"" original summed up the first 3 seasons. Additionally, has 2 extra battles from the manga that were not incorporated into the original 4th Stage.

(Source: ANN)",7.64,1213,3640,26444,12237,white,ova,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 3, 'name': 'Cars'}, {'id': 8, 'name': 'Drama'}, {'id': 42, 'name': 'Seinen'}, {'id': 30, 'name': 'Sports'}]",1,manga,4800,pg_13,"[{'id': 179, 'name': 'A.C.G.T.'}]",122,,,2007.0,spring,451.0,20139.0,214.0,239.0,5434.0,26477.0,0.9829,0.0171
255,Jungle wa Itsumo Hare nochi Guu Final,2003-12-21,2004-06-25,"Haré's family receives a video letter from Weda's home in the city. Witnessing how sad and lonely Weda's mother and Bel are without her, Weda decides to take Haré and Guu back to the city for a while. After Haré complains about being bored and lonely without his friends in the jungle (as part of his plot to persuade his mother to take him back), Weda decides to send him to a private school in the city, where he instanly falls in love with a pretty girl named Rita. But, of course, Guu wants part of the action too.

(Source: ANN)",7.64,1214,5574,9508,5167,white,ova,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 36, 'name': 'Slice of Life'}]",7,manga,1560,pg_13,"[{'id': 247, 'name': 'Shin-Ei Animation'}]",123,,,2003.0,fall,175.0,7138.0,191.0,140.0,1867.0,9511.0,0.9652,0.0348
208,R.O.D: Read or Die,2001-05-23,2002-02-06,"Yomiko Readman is a lovable, near-sighted bibliomaniac working as a substitute teacher at a Japanese high school. Her real identity, however, is that of a secret agent for the British Library Special Operations Division. Her codename: ""The Paper."" The moniker denotes her supernatural ability to freely manipulate paper into any object she can imagine, including tools and weapons in her fight against the powerful and self-serving IJIN (Great Historical Figure) Army! Along with her partner, the enigmatic ""Ms. Deep,"" Yomiko travels across the world in attempt to solve the mystery behind the reincarnation of historical figures and their attempt to control the world.

(Source: RightStuf)",7.64,1223,2326,60812,31114,white,ova,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 2, 'name': 'Adventure'}, {'id': 13, 'name': 'Historical'}, {'id': 7, 'name': 'Mystery'}, {'id': 24, 'name': 'Sci-Fi'}]",3,light_novel,1980,pg_13,"[{'id': 37, 'name': 'Studio Deen'}]",124,,,2001.0,spring,1286.0,41583.0,896.0,649.0,16445.0,60859.0,0.9746,0.0254
540,Tenchi Muyou! Ryououki 2nd Season,1994-09-25,1995-09-25,"While the galaxy remains at peace, Tenchi Masaki continues to live on Earth with Ryouko and Washuu Hakubi, Aeka and Sasami Jurai Masaki, Mihoshi Kuramitsu, and the cat-like creature Ryo-Ohki. Though it sounds great to be surrounded by so many women, they always end up making things difficult for Tenchi by constantly fighting for his attention, and their attempts at household chores always end in disaster.

Although life has become more chaotic since they moved in, Tenchi begins to form a strong bond with his roommates and gains more insight into their respective struggles and history.

[Written by MAL Rewrite]",7.64,1227,3667,25998,14272,white,ova,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 4, 'name': 'Comedy'}, {'id': 35, 'name': 'Harem'}, {'id': 24, 'name': 'Sci-Fi'}, {'id': 27, 'name': 'Shounen'}, {'id': 29, 'name': 'Space'}]",6,original,2000,r+,"[{'id': 48, 'name': 'AIC'}]",125,,,1994.0,summer,693.0,20493.0,358.0,262.0,4208.0,26014.0,0.9762,0.0238
1002,Top wo Nerae 2! Diebuster,2004-10-03,2006-08-25,"Generations have passed since the war with the Space Monsters started, and none remain who know how it began, with even records of those times being scarce. It is a lost cause, but humanity still fights against them, relying on the ""Topless"": a group of elite space pilots with special powers that allow them to use the Buster Machines—the last hope against the Space Monsters.  

Nono, a girl from a remote Martian town, has heard tales all her life of the legendary pilot ""Nono-Riri,"" and wants nothing more than to leave her humble life behind and follow in the footsteps of her idol. Though she has no idea of the dangers that lie ahead, nothing will stop her from achieving her dream. While Nono is down on her luck, she chances upon the lonesome Topless pilot Lal'C Melk Mark, and decides to stake her entire future on following Lal'C, no matter the cost.

[Written by MAL Rewrite]",7.64,1228,2133,70188,32628,white,ova,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 4, 'name': 'Comedy'}, {'id': 8, 'name': 'Drama'}, {'id': 18, 'name': 'Mecha'}, {'id': 24, 'name': 'Sci-Fi'}, {'id': 29, 'name': 'Space'}]",6,original,1800,r+,"[{'id': 6, 'name': 'Gainax'}]",126,,,2004.0,fall,2289.0,40545.0,1391.0,965.0,25053.0,70243.0,0.9665,0.0335
