id,title,start_date,end_date,synopsis,mean,rank,popularity,num_list_users,num_scoring_users,nsfw,media_type,status,genres,num_episodes,source,average_episode_duration,rating,studios,airing_ranking,broadcast_day_of_the_week,broadcast_start_time,start_season_year,start_season_season,statistics_watching,statistics_completed,statistics_on_hold,statistics_dropped,statistics_plan_to_watch,statistics_num_list_users,positive_viewership_fraction,negative_viewership_fraction
42163,Arknights,2019-11-19,airing,A series of animated promotions for tower defense mobile game Arknights.,6.91,4215.0,9685,1994,176,white,ona,currently_airing,"[{'id': 1, 'name': 'Action'}, {'id': 10, 'name': 'Fantasy'}, {'id': 11, 'name': 'Game'}]",0,game,30,pg_13,"[{'id': 2009, 'name': 'Yostar Pictures'}]",53,NIL,NIL,2019.0,fall,438.0,0.0,108.0,60.0,1388.0,1994.0,0.9157,0.0843
49519,Hakozume: Kouban Joshi no Gyakushuu,2022-01-05,2022-03-30,"After graduating from high school, Mai Kawai's top priority was to find a job with a stable income to avoid turning out like her father. However, despite having taken a variety of civil service exams, she was faced with a harsh reality: nearly every institute denied her entry. The only place that accepted her was a police academy, which she reluctantly joined.

Even now that she is an actual police officer, the world continues to be cruel to Mai. Due to her profession, she unexpectedly receives constant criticism from disgruntled citizens. Disheartened by the hostile treatment, she decides to submit a letter of resignation after just a few months of employment.

But on the same day Mai chooses to quit, she meets Seiko Fuji—the former ace of the Criminal Affairs Division who is assigned as her new instructor. Finding her new coworker to be enchanting, Mai delays leaving and gives her uninspiring job a second chance.

[Written by MAL Rewrite]",6.87,4395.0,3208,33885,6676,white,tv,currently_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 39, 'name': 'Police'}, {'id': 42, 'name': 'Seinen'}, {'id': 36, 'name': 'Slice of Life'}]",13,manga,1420,pg_13,"[{'id': 11, 'name': 'Madhouse'}]",54,wednesday,23:30,2022.0,winter,19109.0,5.0,744.0,2377.0,11652.0,33887.0,0.9079,0.0921
36952,Tennis no Ouji-sama: Best Games!!,2018-08-24,airing,"A reanimation of some the most popular matches from the series, the first being Tezuka vs. Atobe. ",6.86,4439.0,8741,2866,120,white,ova,currently_airing,"[{'id': 1, 'name': 'Action'}, {'id': 4, 'name': 'Comedy'}, {'id': 23, 'name': 'School'}, {'id': 27, 'name': 'Shounen'}, {'id': 30, 'name': 'Sports'}]",0,manga,0,pg_13,"[{'id': 200, 'name': 'Tezuka Productions'}, {'id': 463, 'name': 'M.S.C'}]",55,NIL,NIL,2018.0,summer,304.0,0.0,106.0,98.0,2358.0,2866.0,0.9288,0.0712
49448,Ni Tian Zhizun,2021-07-16,airing,"The entire universe is divided into the inner universe and the outer universe. The two universes are enemies of each other. The outer universe is ruled by demons, and the inner universe is divided into The Realm of gods, the Eternal Realm, and the Mortal Realm. In the universe, there are countless mortal worlds like the Tianfa Continent, and they are collectively referred to as the Jiutian Xin Region. In the field of Jiutian Xin, nine immortal emperors commanded all star fields in nine layers. Above the nine heavens is the realm of purification of immortal gods. 

(Source: AnimeXin)",6.83,4537.0,11866,845,217,white,ona,currently_airing,"[{'id': 1, 'name': 'Action'}, {'id': 10, 'name': 'Fantasy'}, {'id': 17, 'name': 'Martial Arts'}]",160,novel,600,pg_13,"[{'id': 2059, 'name': 'Soyep'}]",56,NIL,NIL,2021.0,summer,502.0,0.0,39.0,54.0,250.0,845.0,0.8899,0.1101
46171,One Piece: 5-fun de Wakaru Kore made no Wano Kuni-hen,2020-06-22,airing,no_synopsis,6.83,4538.0,10622,1379,266,white,ona,currently_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 10, 'name': 'Fantasy'}, {'id': 27, 'name': 'Shounen'}, {'id': 31, 'name': 'Super Power'}]",0,manga,300,pg_13,[],57,NIL,NIL,2020.0,spring,473.0,1.0,116.0,54.0,734.0,1378.0,0.8766,0.1234
42808,Shenmue the Animation,2022-02-06,airing,"After he witnesses his father's murder at the family dojo, Hazuki Ryou dedicates his life to finding the man responsible—a mission that takes him from the streets of Yokosuka, Japan to the sprawling metropolis of Hong Kong, and beyond. Soon he will learn that larger, mystical forces are at play as he trains to become the ultimate martial artist in his quest for revenge.

(Source: Crunchyroll)",6.83,4546.0,5417,10212,1655,white,tv,currently_airing,"[{'id': 1, 'name': 'Action'}, {'id': 2, 'name': 'Adventure'}]",13,game,1425,no_rating,"[{'id': 94, 'name': 'Telecom Animation Film'}]",58,NIL,NIL,2022.0,winter,5088.0,0.0,208.0,460.0,4458.0,10214.0,0.9346,0.0654
43626,Jue Shi Wu Hun,2020-10-25,airing,"In the continent of Longmai, thousands of clans stand tall, countless sects exist, and cultivation is the way of life. The strong can do anything they want while the weaklings live like ants. Youngster Chen Feng has an incomplete dan region, causing him to be unable to cultivate, he withstood countless sneers directed at him. Until he obtained a mysterious dragon bloodline, breaking out of his cocoon and opening a new chapter to his life! Coquettish demonic fox spirits, cold female emperors, demon girls or princesses from a prestigious clan, all of them jump into my embrace. With the unparalleled inheritance, I will manifest the strongest martial spirit, obtain all the beauties and look down from the heavens.

(Source: AC.QQ, translated)",6.83,4570.0,11007,1184,285,white,ona,currently_airing,"[{'id': 1, 'name': 'Action'}, {'id': 10, 'name': 'Fantasy'}, {'id': 17, 'name': 'Martial Arts'}]",160,novel,710,pg_13,"[{'id': 2059, 'name': 'Soyep'}]",59,NIL,NIL,2020.0,fall,719.0,0.0,50.0,99.0,317.0,1185.0,0.8743,0.1257
44516,Koroshi Ai,2022-01-13,2022-03-30,"Novice bounty hunter Chateau Dankworth never expected to encounter someone capable of overpowering her in combat. Even less so that the mysterious man would take an immediate interest in her—to the point of aiding her missions. However, Chateau makes it clear that she has no plans of entertaining any personal involvement with him.

Chateau's company is soon tasked with eliminating Song Ryang-ha—an expert assassin and a former member of a powerful Asian organization. Coincidentally, Ryang-ha is the man that has been pursuing her. Despite his background, Chateau reluctantly agrees to meet with Ryang-ha as part of a deal: in exchange for going out with him, he will provide her with the locations of current targets, dead or alive.

But when the past begins to haunt both killers, their arrangement may need to come to an end, as their entanglement puts their lives at grave risk.

[Written by MAL Rewrite]",6.83,4575.0,1725,98068,14035,white,tv,currently_airing,"[{'id': 1, 'name': 'Action'}, {'id': 43, 'name': 'Josei'}, {'id': 22, 'name': 'Romance'}]",12,manga,1420,r,"[{'id': 1471, 'name': 'Platinum Vision'}]",60,thursday,00:00,2022.0,winter,44559.0,12.0,1758.0,5129.0,46629.0,98087.0,0.9298,0.0702
42267,Dubu Xiaoyao,2020-06-18,airing,"Our Main Character was transported to another world and the first thing that happened thing to him was that he was forced into a marriage….

(Source: NovelCool)",6.82,4586.0,10309,1579,428,white,ona,currently_airing,"[{'id': 1, 'name': 'Action'}, {'id': 17, 'name': 'Martial Arts'}]",260,novel,750,pg_13,"[{'id': 2059, 'name': 'Soyep'}]",61,NIL,NIL,2020.0,spring,896.0,0.0,88.0,144.0,451.0,1579.0,0.8531,0.1469
49398,Wu Geng Ji 4th Season,2021-07-22,airing,Fourth season of Wu Geng Ji.,6.8,4723.0,12054,792,138,white,ona,currently_airing,"[{'id': 1, 'name': 'Action'}, {'id': 10, 'name': 'Fantasy'}, {'id': 13, 'name': 'Historical'}, {'id': 17, 'name': 'Martial Arts'}, {'id': 37, 'name': 'Supernatural'}]",42,manga,1020,pg_13,"[{'id': 1768, 'name': 'Sparkly Key Animation Studio'}]",62,NIL,NIL,2021.0,summer,336.0,0.0,28.0,49.0,379.0,792.0,0.9028,0.0972
30088,Ryoutei no Aji,2014-03-28,airing,"Short stories capturing the bittersweet and tender moments of everyday family life, made for Marukome Co., Ltd. a miso soup paste manufacturer.",6.71,5109.0,9791,1921,586,white,special,currently_airing,"[{'id': 36, 'name': 'Slice of Life'}]",0,original,90,g,"[{'id': 1033, 'name': 'Studio Colorido'}]",63,NIL,NIL,2014.0,winter,519.0,0.0,391.0,156.0,855.0,1921.0,0.7153,0.2847
50204,Tokyo 24-ku,2022-01-06,2022-04-07,"An artificial island in Tokyo Bay—Kyokutou Houreigai Tokubetsu Chiku (Far East Special District), commonly known as the 24-ku (24th Ward).

Childhood friends Ran, Kouki, and Shuuta, who were born and raised there, have different family backgrounds, hobbies, and personalities, but always hung out together. However, their relationship changes drastically in the wake of a certain incident.

At the first anniversary memorial of the incident, the three friends happen to meet again and their phones begin to ring simultaneously. The phone call is from a supposedly dead friend, urging them to ""choose the future."" The three will try to protect their beloved 24th Ward and the future of its people in their own ways.

(Source: MAL News)",6.69,5213.0,2771,43688,6963,gray,tv,currently_airing,"[{'id': 7, 'name': 'Mystery'}, {'id': 24, 'name': 'Sci-Fi'}, {'id': 31, 'name': 'Super Power'}]",12,original,1440,pg_13,"[{'id': 1835, 'name': 'CloverWorks'}]",64,thursday,00:30,2022.0,winter,21389.0,4.0,960.0,3233.0,18108.0,43694.0,0.904,0.096
50105,Shiguang Zhaoxiangguan de Richang,2021-10-10,airing,Chibi-styled episodes of daily life at the photo studio.,6.66,5393.0,7216,5019,503,white,ona,currently_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 36, 'name': 'Slice of Life'}]",0,original,390,pg_13,"[{'id': 1774, 'name': 'Studio LAN'}, {'id': 2356, 'name': 'Kung Fu Frog Animation'}]",65,NIL,NIL,2021.0,fall,1365.0,0.0,280.0,93.0,3281.0,5019.0,0.9257,0.0743
42205,Shaman King (2021),2021-04-01,2022-04-21,"Shamans are extraordinary individuals with the ability to communicate with ghosts, spirits, and gods, which are invisible to ordinary people. The Shaman Fight—a prestigious tournament pitting shamans from all over the world against each other—is held every five hundred years, where the winner is crowned Shaman King. This title allows the current incumbent to call upon the Great Spirit and shape the world as they see fit.

Finding himself late for class one night, Manta Oyamada, an ordinary middle school student, decides to take a shortcut through the local cemetery. Noticing him, a lone boy sitting on a gravestone invites Manta to stargaze with ""them."" Realizing that ""them"" refers to the boy and his ghostly friends, Manta flees the terror. Later, the boy introduces himself as You Asakura, a Shaman-in-training, and demonstrates his powers by teaming up with the ghost of six-hundred-year-old samurai Amidamaru to save Manta from a group of thugs. You befriends Manta due to his ability to see spirits, and with the help of Amidamaru, they set out to accomplish You's goal of becoming the next Shaman King.

[Written by MAL Rewrite]",6.65,5410.0,890,213145,39695,white,tv,currently_airing,"[{'id': 2, 'name': 'Adventure'}, {'id': 4, 'name': 'Comedy'}, {'id': 27, 'name': 'Shounen'}, {'id': 31, 'name': 'Super Power'}, {'id': 37, 'name': 'Supernatural'}]",52,manga,1432,pg_13,"[{'id': 397, 'name': 'Bridge'}]",66,thursday,17:55,2021.0,spring,84563.0,8.0,15595.0,25569.0,87414.0,213149.0,0.8069,0.1931
48824,Blue Archive,2021-01-25,airing,Animated promotions for the mobile game Blue Archive.,6.61,5641.0,10030,1758,222,white,ona,currently_airing,"[{'id': 10, 'name': 'Fantasy'}, {'id': 11, 'name': 'Game'}]",0,game,102,pg_13,"[{'id': 2009, 'name': 'Yostar Pictures'}]",67,NIL,NIL,2021.0,winter,423.0,0.0,114.0,39.0,1182.0,1758.0,0.913,0.087
48480,Wan Jie Shen Zhu 3rd Season,2021-03-17,airing,Third season of Wan Jie Shen Zhu.,6.6,5716.0,12637,641,116,white,ona,currently_airing,"[{'id': 2, 'name': 'Adventure'}, {'id': 10, 'name': 'Fantasy'}]",208,manga,540,pg_13,[],68,NIL,NIL,2021.0,winter,308.0,0.0,34.0,45.0,255.0,642.0,0.8769,0.1231
37706,Akuma no Kimuraa-hen,2018-04-06,airing,"A cup noodle commercials where [Kuro] Hiyoko-chan, the mascot of the ""Chikin Ramen"" line from Nissin, uses black magic to summon devil powers to turn into [Kuro] Hiyoko Akuma. This year marked the 60th anniversary of instant noodles' invention.
",6.57,5836.0,10351,1554,591,white,special,currently_airing,"[{'id': 6, 'name': 'Demons'}, {'id': 20, 'name': 'Parody'}]",0,original,30,g,"[{'id': 1972, 'name': 'HOTZIPANG'}]",69,NIL,NIL,2018.0,spring,600.0,1.0,249.0,167.0,537.0,1554.0,0.7323,0.2677
49285,Waccha PriMagi!,2021-10-03,airing,"The new series continues the Pretty Series' conceptual motifs of song, dance, and fashion, and it also adds the theme of magic. Middle-school first-year student Matsuri Hinoya loves festivals, and she dreams of one day being able to star in ""PriMagi,"" a magic-like form of stage entertainment borne from song, dance and fashion. That day arrives when the hyper-spirited, trouble-making magician Myamu arrives from the magical realm and scouts Matsuri for PriMagi. Together, the two compete with rivals to rise to the top of PriMagi.

(Source: ANN)",6.56,5917.0,8316,3382,537,white,tv,currently_airing,"[{'id': 19, 'name': 'Music'}]",0,original,1440,pg,"[{'id': 103, 'name': 'Tatsunoko Production'}, {'id': 1025, 'name': 'Dongwoo A&E'}]",70,sunday,10:00,2021.0,fall,1132.0,0.0,134.0,380.0,1736.0,3382.0,0.848,0.152
35686,Doraemon (2005) Specials,2005-04-15,airing,"59 Doraemon (2005) TV Specials exist as of January 24, 2018.",6.5,6210.0,11633,923,301,white,special,currently_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 42, 'name': 'Seinen'}]",0,unknown,2700,pg,[],71,NIL,NIL,2005.0,spring,389.0,0.0,92.0,137.0,305.0,923.0,0.7519,0.2481
1960,Sore Ike! Anpanman,1988-10-03,airing,"One night, a Star of Life falls down the chimney of a bakery nestled deep in the forest, causing the dough in the oven to come to life. The dough becomes Anpanman, a superhero made of anpan (a sweet roll with bean jam filling). Together with his friends, Anpanman fights his rival Baikinman and helps the malnourished. 

(Source: ANN)",6.48,6351.0,8712,2905,944,white,tv,currently_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 10, 'name': 'Fantasy'}, {'id': 15, 'name': 'Kids'}]",0,picture_book,1440,pg,"[{'id': 73, 'name': 'TMS Entertainment'}]",72,friday,16:20,1988.0,fall,741.0,1.0,384.0,889.0,892.0,2907.0,0.5621,0.4379
49952,Wo Qi Ku Le Baiwan Xiulian Zhe,2021-08-19,airing,"The story is about a student, Jiangbei, who fought valiantly at the subway station and was blessed by the system. Fortunately, he hosts the system and travels to another world. In this different world filled with cultivators, Jiangbei had gone from being a trash in a small town to a genius child in everyone's eyes. Relying on the system, Jiangbei had started the path of improvement and became stronger just by playing treasures, and upsetting people. After a series of chaos and poetry battles, Jiangbei gradually developed feelings for his relatives here.

(Source: Animexin)",6.46,6457.0,12704,625,145,white,ona,currently_airing,"[{'id': 10, 'name': 'Fantasy'}, {'id': 17, 'name': 'Martial Arts'}]",160,novel,600,pg_13,"[{'id': 2059, 'name': 'Soyep'}]",73,NIL,NIL,2021.0,summer,352.0,0.0,25.0,55.0,193.0,625.0,0.872,0.128
34454,Granblue Fantasy,2013-11-08,airing,"Animated promotional videos and commercials for Granblue Fantasy, a mobile RPG.",6.41,6698.0,6369,6862,657,white,ona,currently_airing,"[{'id': 10, 'name': 'Fantasy'}]",0,game,28,g,[],74,NIL,NIL,2013.0,fall,1376.0,0.0,352.0,454.0,4681.0,6863.0,0.8826,0.1174
49385,Kaijin Kaihatsu-bu no Kuroitsu-san,2022-01-09,2022-04-03,"On the outside, Agastia is a firm specializing in entertainment, well-known for the theme park it operates. However, beneath such an exterior lies a monumental secret: Agastia is one of various highly advanced evil organizations that aim for world domination. Despite its true nature, the company boasts enticements that make it worthwhile to put up with the work environment. Led by its great leader Akashic, Agastia has recently become a frontrunner in reaching its fellow groups' common goal.

Working for Agastia's Monster Development Division, Touka Kuroitsu is a researcher who primarily does fieldwork due to the eccentricities of her seniors. Kuroitsu's everyday jobs also include giving abrupt presentations and proposals, meeting ridiculous expectations for monster designs, and accompanying said monsters to face inevitable defeat by Agastia's enemies. Nevertheless, nothing will stop Kuroitsu from doing her best if it means getting the promotion she desires!

[Written by MAL Rewrite]
",6.4,6734.0,3247,33274,5026,white,tv,currently_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 10, 'name': 'Fantasy'}]",12,manga,1412,pg_13,"[{'id': 2314, 'name': 'Quad'}]",75,sunday,02:00,2022.0,winter,15395.0,3.0,762.0,2923.0,14197.0,33280.0,0.8893,0.1107
32353,Bonobono (TV 2016),2016-04-02,airing,"Based on the original comic BONO BONO by Mikio Igarashi that has seen over 9,000,000 total copies printed, this is the definitive animated version of the emotionally soothing character-driven series that will make you ask yourself the philosophical question, ""What are living things?"" while laughing at heartwarming gags and being entertained by the interactions of amusing forest friends Bonobono the young sea otter, Chipmunk, Fishing Cat, and more.

Enjoy the easygoing days and minor misadventures of Bonobono and his friends!

(Source: Fuji Creative)",6.39,6800.0,8979,2637,650,white,tv,currently_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 36, 'name': 'Slice of Life'}]",0,4_koma_manga,330,g,"[{'id': 191, 'name': 'Eiken'}]",76,saturday,04:52,2016.0,spring,731.0,0.0,371.0,666.0,869.0,2637.0,0.6068,0.3932
43735,Cue!,2022-01-08,airing,"As a new agency, AiRBLUE's roster consists of voice actresses with absolutely no experience. Expecting to hone their skills and build courage at a gradual pace, the girls are taken aback when the head of their agency, Masaki Ootori, announces that they will be partaking in an audition for Bloomball—a popular sports manga receiving an anime adaptation. Despite all odds being stacked against them, each of the girls is now presented with a momentous chance to make their debut in the unrelenting world of voice acting. 

[Written by MAL Rewrite]",6.34,7033.0,4418,17177,2700,white,tv,currently_airing,"[{'id': 19, 'name': 'Music'}]",24,game,1441,pg_13,"[{'id': 96, 'name': 'Yumeta Company'}, {'id': 894, 'name': 'Graphinica'}]",77,saturday,01:55,2022.0,winter,7289.0,2.0,427.0,1591.0,7868.0,17177.0,0.8825,0.1175
4459,Ojarumaru,1998-10-05,airing,"In the Heian era, around 1000 years ago, a young boy of noble family named Ojarumaru is bored with his life of privilege. Meanwhile, three demons steal the power-stick of Enma, king of demons, and then lose it. Ojarumaru finds it, and uses it to transport himself to the present time. Here, he is befriended by a young boy named Kazuma, and becomes a member of his family. As time goes on, Ojarumaru makes many new friends, while dodging the comedic efforts of the three demons, Akane, Kisuke, and Aobee, as they try to recover the stick. (from ANN)",6.34,7058.0,10276,1604,444,white,tv,currently_airing,"[{'id': 2, 'name': 'Adventure'}, {'id': 4, 'name': 'Comedy'}, {'id': 10, 'name': 'Fantasy'}, {'id': 15, 'name': 'Kids'}]",0,original,600,g,"[{'id': 36, 'name': 'Gallop'}]",78,other,18:10,1998.0,fall,480.0,0.0,183.0,444.0,496.0,1603.0,0.6089,0.3911
44961,Platinum End,2021-10-08,2022-03-25,"Ever since he lost his family in an explosion, Mirai Kakehashi has lived a life of pain and despair. Every day, he endures abuse at the hands of the relatives who took him in. As his anguish steadily chips away at his will to live, he is eventually pushed to the brink. Prepared to throw it all away, he stands on the edge of a precipice and takes the leap. However, instead of falling to his death, he enters a trance where he meets a winged being who claims to be his guardian angel. Named Nasse, the angel offers him two priceless abilities and convinces him to go on living.

When Mirai experiences the marvel of his new powers firsthand, he gets a taste of the freedom that was locked away from him for so long. Armed with Nasse's gifts, Mirai is flung into a showdown with 12 other individuals, one of which will be chosen to become the next God. In stark contrast to when he wanted to end his life, Mirai is now prepared to do whatever it takes to protect his bleak chance at happiness, lest it be wrenched from his grasp forever.

[Written by MAL Rewrite]",6.26,7463.0,611,302311,64347,white,tv,currently_airing,"[{'id': 8, 'name': 'Drama'}, {'id': 40, 'name': 'Psychological'}, {'id': 27, 'name': 'Shounen'}, {'id': 37, 'name': 'Supernatural'}]",24,manga,1440,r,"[{'id': 1278, 'name': 'Signal.MD'}]",79,friday,01:28,2021.0,fall,132657.0,21.0,11427.0,34473.0,123744.0,302322.0,0.8482,0.1518
45783,Saiyuuki Reload: Zeroin,2022-01-06,2022-03-31,"Getting ambushed by rogue demons on the road is business as usual for the Sanzou party. But when their latest assailants turn out to be humans, the group is left dumbfounded. The mystery only deepens when they encounter a wandering priest, Hazel Grouse, and his imposing bodyguard, Gaty Nene Hawk. The pair hails from the far West, with Hazel using his powers of resurrection to aid grief-stricken villages. While his ability is greatly welcomed by the people, the truth behind it is less miraculous than it seems. Furthermore, the resurrected humans gain golden eyes, a trait they share with the group's recent attackers. It appears that the friendly priest's intentions are not as generous as one might expect—and the Sanzou party is a step away from unraveling them.

[Written by MAL Rewrite]",6.26,7467.0,5636,9283,985,white,tv,currently_airing,"[{'id': 1, 'name': 'Action'}, {'id': 2, 'name': 'Adventure'}, {'id': 4, 'name': 'Comedy'}, {'id': 6, 'name': 'Demons'}, {'id': 8, 'name': 'Drama'}, {'id': 43, 'name': 'Josei'}, {'id': 37, 'name': 'Supernatural'}]",13,manga,1431,pg_13,"[{'id': 839, 'name': 'LIDENFILMS'}]",80,thursday,23:00,2022.0,winter,2733.0,0.0,205.0,720.0,5626.0,9284.0,0.9004,0.0996
35300,Magia Record: Mahou Shoujo Madoka☆Magica Gaiden,2016-09-30,airing,"The new heroine of Magia Record is Iroha, a magical girl on the hunt for her missing sister Ui in Kamihama. Also in Kamihama is Madoka, who's searching for the similarly-missing Homura.

(Source: Crunchyroll)",6.25,7528.0,5193,11389,829,white,special,currently_airing,"[{'id': 8, 'name': 'Drama'}]",0,game,41,pg,[],81,NIL,NIL,2016.0,summer,1579.0,2.0,613.0,458.0,8738.0,11390.0,0.906,0.094
47161,Shikkakumon no Saikyou Kenja,2022-01-08,2022-03-26,"At birth, mages randomly acquire one of the four ""crests"" that represents the extent of their magical capability. Equipped with a crest specializing in creation, a man named Gaius reached the ceiling of his potential, becoming known as the world's strongest sage. Despite his overwhelming power, he is unsatisfied with his abilities and desires to possess the mark suitable for close combat. Knowing that a person's crest is unchangeable, Gaius decides to reincarnate far into the future, hoping to alter his fate.

Thousands of years later, Gaius is reborn as Mathias Hildesheimer, successfully obtaining his long-coveted crest. However, he is surprised to learn that in these times, magic has vastly waned, and the techniques that were once widely used are now nothing more than just a speck of legend. Moreover, the crest that he painstakingly strived to attain is now considered the weakest—merely dubbed the ""Crest of Failure.""

Nevertheless, Mathias naturally exceeds all expectations. He enrolls into the royal capital's Second Academy, acing every trial that comes his way. But soon after, Mathias discovers the dark truth behind humanity's downfall into magical mediocrity—demons—and endeavors to remedy the consequence of his millennia-long absence once and for all.

[Written by MAL Rewrite]
",6.22,7673.0,1464,119500,25754,white,tv,currently_airing,"[{'id': 1, 'name': 'Action'}, {'id': 2, 'name': 'Adventure'}, {'id': 10, 'name': 'Fantasy'}]",12,light_novel,1420,pg_13,"[{'id': 7, 'name': 'J.C.Staff'}]",82,saturday,22:00,2022.0,winter,73998.0,24.0,1629.0,6941.0,36902.0,119494.0,0.9283,0.0717
48365,Youkai Watch ♪,2021-04-09,airing,"The new show will feature unique and returning Yo-kai. The comedy will also center on the original series' main characters: fifth-grader Keita (Nate in the English version), ghost butler Whisper, and popular Yo-kai like Jibanyan and Komasan. The original cast members for these four characters are returning for this new series.

(Source: ANN)",6.21,7711.0,10475,1468,340,white,tv,currently_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 6, 'name': 'Demons'}, {'id': 15, 'name': 'Kids'}, {'id': 37, 'name': 'Supernatural'}]",0,game,1440,g,"[{'id': 28, 'name': 'OLM'}]",83,NIL,NIL,2021.0,spring,326.0,0.0,120.0,241.0,782.0,1469.0,0.7543,0.2457
2406,Sazae-san,1969-10-05,airing,"The main character is a mother named Sazae-san. She lives in a house with her husband, her kids and her parents. The show is the ultimate family program and tends to follow traditional themes. Think of this show as the Japanese equivalent to ""The Partridge Family"" and you'll get a good feel for this show's atmosphere. Don't expect to see things like violence, swearing, kung-fu action or magical girls. The plots are more like ""Today, Sazae-san goes to the new mall and gets lost"". Such ""boring"" plotlines and the simplistic art are often a turn-off to non-Japanese audiences, but most Japanese find the show incredibly good. As a result, it continues to be one of the top ratings grabbers on TV and is one of the few anime that is considered ""acceptable"" by adults. 

(Source: AniDB)",6.14,8072.0,6329,6958,1580,white,tv,currently_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 36, 'name': 'Slice of Life'}]",0,4_koma_manga,1440,g,"[{'id': 191, 'name': 'Eiken'}]",84,sunday,18:30,1969.0,fall,1772.0,0.0,606.0,1532.0,3049.0,6959.0,0.6928,0.3072
34941,Queen's Blade: Unlimited,2018-07-13,airing,no_synopsis,6.13,8098.0,5467,9971,793,white,ova,currently_airing,"[{'id': 1, 'name': 'Action'}, {'id': 2, 'name': 'Adventure'}, {'id': 9, 'name': 'Ecchi'}, {'id': 10, 'name': 'Fantasy'}]",0,other,0,r+,[],85,NIL,NIL,2018.0,summer,1793.0,0.0,604.0,431.0,7142.0,9970.0,0.8962,0.1038
50411,Xiao Mo Tou Baolu La!,2022-01-15,airing,"In an attempt for survival, Yu Renjie, the son of the demon lord, was ordered to enter Hero's Academy which only recruits distinguished and upright disciples. The goal is to obtain a Hero's Certificate which can bring legitimacy to the demon clan. This is extremely dangerous. Once the identity of a demon cultist is exposed, countless righteous knights will kill them on the spot. But on the first day of school, Yu Renjie was shocked to find out that his personal information had been leaked. In order to hide his identity, he had no choice but to put on women's clothing. His dangerous and hilarious campus life is about to unfold!

(Source: Bilibili Comics)",6.11,8198.0,11938,827,125,white,ona,currently_airing,"[{'id': 4, 'name': 'Comedy'}]",12,web_manga,480,pg_13,[],86,NIL,NIL,2022.0,winter,331.0,0.0,34.0,53.0,409.0,827.0,0.8948,0.1052
50599,Yami Shibai 10,2022-01-10,airing,Tenth season of Yami Shibai,6.11,8199.0,7198,5039,646,white,tv,currently_airing,"[{'id': 5, 'name': 'Avant Garde'}, {'id': 14, 'name': 'Horror'}, {'id': 37, 'name': 'Supernatural'}]",0,original,274,pg_13,"[{'id': 1169, 'name': 'ILCA'}]",87,monday,02:35,2022.0,winter,2166.0,0.0,91.0,120.0,2664.0,5041.0,0.9581,0.0419
7505,Knyacki!,1995-04-07,airing,"Two caterpillars investigate objects on a kitchen counter while searching for food. One of them finds a piece of pasta and is intrigued by the fact that there's a hole in the middle.

They are having fun until a big mean caterpillar arrives. It's time for a major show down...",6.1,8244.0,12057,791,205,white,tv,currently_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 8, 'name': 'Drama'}, {'id': 10, 'name': 'Fantasy'}, {'id': 15, 'name': 'Kids'}]",0,unknown,300,pg,[],88,NIL,NIL,1995.0,spring,234.0,0.0,58.0,173.0,325.0,790.0,0.7076,0.2924
49969,Tribe Nine,2022-01-10,2022-03-28,"Fed up with society, youngsters all around Neo-Tokyo formed tribes to find their place in the world. However, group loyalty among them grew fierce and often led to violence. As a countermeasure, the government implemented the XB Law—stating that the tribe conflict is to be resolved through Extreme Baseball. From players using extendable bats to pitchers wearing special equipment, Extreme Baseball is a futuristic version of the sport with modified rules, less restrictions, and bizarre applications of technology.

When a group of youngsters bullies spineless Haru Shirokane, he is saved by an unexpected pair: Shun Kamiya and Taiga. As it turns out, Shun is a star player of Extreme Baseball who leads the Minato Tribe, the top-ranked team in Minato City. Meanwhile, Taiga aims to defeat Shun in hopes of becoming the strongest in the sport. In a string of spontaneous events that allow Shun to discover their potential, Taiga and Haru are roped into joining the Minato Tribe.

As the tribes across Minato City face a new threat led by the mysterious Oujirou Otori, the Minato Tribe might just need the power of their two new rookies to overcome the clutches of evil.

[Written by MAL Rewrite]",6.01,8688.0,3445,29445,3924,gray,tv,currently_airing,"[{'id': 1, 'name': 'Action'}, {'id': 24, 'name': 'Sci-Fi'}, {'id': 30, 'name': 'Sports'}]",12,mixed_media,1431,r,"[{'id': 839, 'name': 'LIDENFILMS'}]",89,monday,22:30,2022.0,winter,11209.0,2.0,675.0,2869.0,14695.0,29450.0,0.8797,0.1203
