id,title,start_date,end_date,synopsis,mean,rank,popularity,num_list_users,num_scoring_users,nsfw,media_type,status,genres,num_episodes,source,average_episode_duration,rating,studios,favorite_ranking,broadcast_day_of_the_week,broadcast_start_time,start_season_year,start_season_season,statistics_watching,statistics_completed,statistics_on_hold,statistics_dropped,statistics_plan_to_watch,statistics_num_list_users,positive_viewership_fraction,negative_viewership_fraction
34798,Yuru Camp△,2018-01-04,2018-03-22,"While the perfect getaway for most girls her age might be a fancy vacation with their loved ones, Rin Shima's ideal way of spending her days off is camping alone at the base of Mount Fuji. From pitching her tent to gathering firewood, she has always done everything by herself, and has no plans of leaving her little solitary world.

However, what starts off as one of Rin's usual camping sessions somehow ends up as a surprise get-together for two when the lost Nadeshiko Kagamihara is forced to take refuge at her campsite. Originally intending to see the picturesque view of Mount Fuji for herself, Nadeshiko's plans are disrupted when she ends up falling asleep partway to her destination. Alone and with no other choice, she seeks help from the only other person nearby. Despite their hasty introductions, the two girls nevertheless enjoy the chilly night together, eating ramen and conversing while the campfire keeps them warm. And even after Nadeshiko's sister finally picks her up later that night, both girls silently ponder the possibility of another camping trip together.

[Written by MAL Rewrite]",8.27,257.0,440,402081,170396,white,tv,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 36, 'name': 'Slice of Life'}]",12,manga,1420,pg_13,"[{'id': 1075, 'name': 'C-Station'}]",220,thursday,23:00,2018.0,winter,33511.0,200463.0,14847.0,9925.0,144841.0,403587.0,0.9386,0.0614
530,Bishoujo Senshi Sailor Moon,1992-03-07,1993-02-27,"Usagi Tsukino is an average student and crybaby klutz who constantly scores low on her tests. Unexpectedly, her humdrum life is turned upside down when she saves a cat with a crescent moon on its head from danger. The cat, named Luna, later reveals that their meeting was not an accident: Usagi is destined to become Sailor Moon, a planetary guardian with the power to protect the Earth. Given a special brooch that allows her to transform, she must use her new powers to save the city from evil energy-stealing monsters sent by the malevolent Queen Beryl of the Dark Kingdom.

But getting accustomed to her powers and fighting villains are not the only things she has to worry about. She must find the lost princess of the Moon Kingdom, the other Sailor Guardians, and the Legendary Silver Crystal in order to save the planet from destruction.

[Written by MAL Rewrite]
",7.7,1071.0,547,331294,155105,white,tv,finished_airing,"[{'id': 6, 'name': 'Demons'}, {'id': 22, 'name': 'Romance'}, {'id': 25, 'name': 'Shoujo'}]",46,manga,1440,pg_13,"[{'id': 18, 'name': 'Toei Animation'}]",221,NIL,NIL,1992.0,spring,27919.0,205607.0,21043.0,15455.0,61800.0,331824.0,0.89,0.11
30015,ReLIFE,2016-07-02,2016-09-24,"Dismissed as a hopeless loser by those around him, 27-year-old Arata Kaizaki bounces around from one job to another after quitting his first company. His unremarkable existence takes a sharp turn when he meets Ryou Yoake, a member of the ReLife Research Institute, who offers Arata the opportunity to change his life for the better with the help of a mysterious pill. Taking it without a second thought, Arata awakens the next day to find that his appearance has reverted to that of a 17-year-old.

Arata soon learns that he is now the subject of a unique experiment and must attend high school as a transfer student for one year. Though he initially believes it will be a cinch due to his superior life experience, Arata is proven horribly wrong on his first day: he flunks all his tests, is completely out of shape, and can't keep up with the new school policies that have cropped up in the last 10 years. Furthermore, Ryou has been assigned to observe him, bringing Arata endless annoyance. ReLIFE follows Arata's struggle to adjust to his hectic new lifestyle and avoid repeating his past mistakes, all while slowly discovering more about his fellow classmates.

[Written by MAL Rewrite]",8.0,554.0,137,886059,490415,white,tv,finished_airing,"[{'id': 8, 'name': 'Drama'}, {'id': 22, 'name': 'Romance'}, {'id': 23, 'name': 'School'}, {'id': 36, 'name': 'Slice of Life'}]",13,web_manga,1420,pg_13,"[{'id': 73, 'name': 'TMS Entertainment'}]",222,saturday,00:00,2016.0,summer,39142.0,620473.0,18641.0,17892.0,193299.0,889447.0,0.9589,0.0411
21995,Ao Haru Ride,2014-07-08,2014-09-23,"Futaba Yoshioka used to be an attractive and popular middle-schooler—well liked by the opposite sex, but ostracized by the girls. Nevertheless, she was able to brush all that off, because the only opinion that truly mattered to her was that of Kou Tanaka, a classmate with whom she shared a shelter from rain once, followed by quite a few other precious and significant memories. She even succeeded at making plans to meet with the quiet and innocent boy at the summer festival, but a simple misunderstanding, and Tanaka's subsequent disappearance, left her walking the halls of her school friendless.

Now in high school, Futaba is not your typical adolescent girl. Determined to become a class favorite this time, she avoids all unwanted attention and, instead of acting cute and feminine, only stands out through her tomboyish behavior and disheveled look. But still, her world is soon turned upside down when the only boy she ever liked unexpectedly comes into her life once again—except he goes by the name of Kou Mabuchi now, and it is not his name alone that has gone through a sea change.

[Written by MAL Rewrite]
",7.65,1193.0,165,785296,419686,white,tv,finished_airing,"[{'id': 8, 'name': 'Drama'}, {'id': 22, 'name': 'Romance'}, {'id': 23, 'name': 'School'}, {'id': 25, 'name': 'Shoujo'}, {'id': 36, 'name': 'Slice of Life'}]",12,manga,1380,pg_13,"[{'id': 10, 'name': 'Production I.G'}]",223,tuesday,00:00,2014.0,summer,31931.0,554886.0,15251.0,16149.0,167384.0,785601.0,0.96,0.04
2034,Lovely★Complex,2007-04-07,2007-09-29,"Love is unusual for Risa Koizumi and Atsushi Ootani, who are both striving to find their ideal partner in high school—172 cm tall Koizumi is much taller than the average girl, and Ootani is much shorter than the average guy at 156 cm. To add to their plights, their crushes fall in love with each other, leaving Koizumi and Ootani comically flustered and heartbroken. To make matters worse, they're even labeled as a comedy duo by their homeroom teacher due to their personalities and the stark difference in their heights, and their classmates even think of their arguments as sketches.

Lovely★Complex follows Koizumi and Ootani as they encourage each other in finding love and become close friends. Apart from their ridiculous antics, they soon find out an unexpected similarity in their music and fashion tastes. Maybe they possess a chemistry yet unknown, but could love ever bloom between the mismatched pair?

[Written by MAL Rewrite]",8.04,511.0,337,514628,252147,white,tv,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 22, 'name': 'Romance'}, {'id': 25, 'name': 'Shoujo'}]",24,manga,1440,pg_13,"[{'id': 18, 'name': 'Toei Animation'}]",224,NIL,NIL,2007.0,spring,22255.0,326274.0,16331.0,17193.0,133206.0,515259.0,0.9349,0.0651
3002,Gyakkyou Burai Kaiji: Ultimate Survivor,2007-10-03,2008-04-02,"Kaiji Itou is a good-for-nothing loiterer who spends his days drinking beer and stealing hubcaps—that is, until he ends up being tricked by his former co-worker. Unable to suddenly repay his friend's huge debt all by himself, Kaiji is offered a shady deal to participate in an illegal underground gamble on a cruise ship. This turns out to be nothing more than the beginning of his new life of hell—thrown headlong into a life-threatening roller coaster of mind games, cheating, and deceit.

Based on the first entry of the famous gambling manga series by Nobuyuki Fukumoto, Gyakkyou Burai Kaiji: Ultimate Survivor follows our unlucky protagonist as he is forced to fight not only other people, but also the mysteries of their psyches. Kaiji finds out the hard way that the worst sides of human nature surface when people's backs are against the wall, and that the most fearsome dangers of all are greed, paranoia, and the human survival instinct itself.

[Written by MAL Rewrite]",8.28,251.0,608,304124,136077,white,tv,finished_airing,"[{'id': 11, 'name': 'Game'}, {'id': 40, 'name': 'Psychological'}, {'id': 42, 'name': 'Seinen'}, {'id': 41, 'name': 'Suspense'}]",26,manga,1380,r,"[{'id': 11, 'name': 'Madhouse'}]",225,wednesday,00:59,2007.0,fall,17507.0,158935.0,11123.0,7544.0,109384.0,304493.0,0.9387,0.0613
38329,Seishun Buta Yarou wa Yumemiru Shoujo no Yume wo Minai,2019-06-15,2019-06-15,"Six months ago, Sakuta Azusagawa had a chance encounter with a bunny girl in a library. Ever since then, he's been blissfully happy with his girlfriend: Mai Sakurajima, that same bunny girl. However, the reappearance of his mysterious first crush, the now-adult Shouko Makinohara, adds a new complication to his relationship with Mai. To make matters worse, he then encounters a middle school Shouko in the hospital, suffering from a grave illness. Mysteriously, his old scars begin throbbing whenever he's near her.

With Shouko's bizarre situation somehow revolving around him, Sakuta will need to come to terms with his own conflicting feelings, for better or worse. With a girl's life in his hands, just what can he do?

[Written by MAL Rewrite]",8.63,67.0,302,559280,351635,white,movie,finished_airing,"[{'id': 8, 'name': 'Drama'}, {'id': 22, 'name': 'Romance'}, {'id': 23, 'name': 'School'}, {'id': 37, 'name': 'Supernatural'}]",1,light_novel,5400,pg_13,"[{'id': 1835, 'name': 'CloverWorks'}]",226,NIL,NIL,2019.0,spring,12096.0,434041.0,3096.0,1480.0,111363.0,562076.0,0.9919,0.0081
237,Koukyoushihen Eureka Seven,2005-04-17,2006-04-02,"In the backwater town of Bellforest lives a 14-year-old boy named Renton Thurston. He desires to leave his home behind and join the mercenary group known as Gekkostate, hoping to find some adventure to brighten up his mundane life. However, stuck between his grandfather's insistence to become a mechanic like him and the pressure of his deceased father's legacy, the only excitement Renton finds is in his pastime of riding the Trapar wave particles that are dispersed throughout the air, an activity akin to surfing.

Everything changes when an unknown object crashes through Renton's garage, discovered to be a Light Finding Operation—a robot capable of riding the Trapar waves—specifically known as the Nirvash typeZERO. Its pilot is a young girl named Eureka, a member of the Gekkostate, who requests a tune-up for the Nirvash. Their meeting sparks the beginning of Renton's involvement with the Gekkostate as he takes off alongside Eureka as the co-pilot of the Nirvash.

[Written by MAL Rewrite]",8.07,479.0,434,406106,162409,white,tv,finished_airing,"[{'id': 2, 'name': 'Adventure'}, {'id': 8, 'name': 'Drama'}, {'id': 18, 'name': 'Mecha'}, {'id': 22, 'name': 'Romance'}, {'id': 24, 'name': 'Sci-Fi'}]",50,original,1440,pg_13,"[{'id': 4, 'name': 'Bones'}]",227,sunday,07:00,2005.0,spring,21274.0,202413.0,22426.0,18665.0,141625.0,406403.0,0.8989,0.1011
39195,Beastars,2019-10-10,2019-12-26,"In a civilized society of anthropomorphic animals, an uneasy tension exists between carnivores and herbivores. At Cherryton Academy, this mutual distrust peaks after a predation incident results in the death of Tem, an alpaca in the school's drama club. Tem's friend Legoshi, a grey wolf in the stage crew, has been an object of fear and suspicion for his whole life. In the immediate aftermath of the tragedy, he continues to lay low and hide his menacing traits, much to the disapproval of Louis, a red deer and the domineering star actor of the drama club.

When Louis sneaks into the auditorium to train Tem's replacement for an upcoming play, he assigns Legoshi to lookout duty. That very night, Legoshi has a fateful encounter with Haru, a white dwarf rabbit scorned by her peers. His growing feelings for Haru, complicated by his predatory instincts, force him to confront his own true nature, the circumstances surrounding the death of his friend, and the undercurrent of violence plaguing the world around him.

[Written by MAL Rewrite]",7.9,703.0,215,702404,428188,white,tv,finished_airing,"[{'id': 8, 'name': 'Drama'}, {'id': 40, 'name': 'Psychological'}, {'id': 23, 'name': 'School'}, {'id': 27, 'name': 'Shounen'}, {'id': 36, 'name': 'Slice of Life'}]",12,manga,1377,r,"[{'id': 1109, 'name': 'Orange'}]",228,thursday,00:55,2019.0,fall,35408.0,523807.0,14042.0,20181.0,111719.0,705157.0,0.9515,0.0485
120,Fruits Basket,2001-07-05,2001-12-27,"After the accident in which she lost her mother, 16-year-old Tooru moves in with her grandfather, but due to his home being renovated, is unable to continue living with him. Claiming she will find someone to stay with but also fearing the criticism of her family and not wanting to burden any of her friends, Tooru resorts to secretly living on her own in a tent in the woods.

One night on her way back from work, she finds her tent buried underneath a landslide. Yuki Souma, the ""prince"" of her school, and his cousin Shigure Souma, a famous author, stumble across Tooru's situation and invite her to stay with them until her grandfather's home renovations are complete.

Upon arriving at the Souma house, Tooru discovers their secret: if a Souma is hugged by someone of the opposite gender, they temporarily transform into one of the animals of the zodiac! However, this strange phenomenon is no laughing matter; rather, it is a terrible curse that holds a dark history. As she continues her journey, meeting more members of the zodiac family, will Tooru's kindhearted yet resilient nature be enough to prepare her for what lies behind the Souma household's doors?

[Written by MAL Rewrite]",7.68,1120.0,352,493316,252489,white,tv,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 8, 'name': 'Drama'}, {'id': 22, 'name': 'Romance'}, {'id': 25, 'name': 'Shoujo'}, {'id': 36, 'name': 'Slice of Life'}, {'id': 37, 'name': 'Supernatural'}]",26,manga,1440,pg_13,"[{'id': 37, 'name': 'Studio Deen'}]",229,thursday,18:00,2001.0,summer,19534.0,336585.0,14830.0,19575.0,103300.0,493824.0,0.9303,0.0697
30694,Dragon Ball Super,2015-07-05,2018-03-25,"Seven years after the events of Dragon Ball Z, Earth is at peace, and its people live free from any dangers lurking in the universe. However, this peace is short-lived; a sleeping evil awakens in the dark reaches of the galaxy: Beerus, the ruthless God of Destruction.

Disturbed by a prophecy that he will be defeated by a ""Super Saiyan God,"" Beerus and his angelic attendant Whis start searching the universe for this mysterious being. Before long, they reach Earth where they encounter Gokuu Son, one of the planet's mightiest warriors, and his similarly powerful friends.

[Written by MAL Rewrite]",7.41,1961.0,219,695004,411547,white,tv,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 2, 'name': 'Adventure'}, {'id': 4, 'name': 'Comedy'}, {'id': 10, 'name': 'Fantasy'}, {'id': 17, 'name': 'Martial Arts'}, {'id': 27, 'name': 'Shounen'}, {'id': 31, 'name': 'Super Power'}]",131,manga,1405,pg_13,"[{'id': 18, 'name': 'Toei Animation'}]",230,sunday,09:00,2015.0,summer,102025.0,486632.0,24887.0,32510.0,51518.0,697572.0,0.9177,0.0823
15583,Date A Live,2013-04-06,2013-06-22,"Thirty years ago, the Eurasian continent was devastated by a supermassive ""spatial quake""—a phenomenon involving space vibrations of unknown origin—resulting in the deaths of over 150 million people. Since then, these quakes have been plaguing the world intermittently, albeit on a lighter scale.

Shidou Itsuka is a seemingly average high school student who lives with his younger sister, Kotori. When an imminent spatial quake threatens the safety of Tengu City, he rushes to save her, only to be caught in the resulting eruption. He discovers a mysterious girl at its source, who is revealed to be a ""Spirit,"" an otherworldly entity whose appearance triggers a spatial quake. Soon after, he becomes embroiled in a skirmish between the girl and the Anti-Spirit Team, a ruthless strike force with the goal of annihilating Spirits.

However, there is a third party that  believes in saving the spirits: ""Ratatoskr,"" which surprisingly is commanded by Shidou's little sister!  Kotori forcibly recruits Shidou after the clash, presenting to him an alternative method of dealing with the danger posed by the Spirits—make them fall in love with him. Now, the fate of the world rests on his dating prowess, as he seeks out Spirits in order to charm them.

[Written by MAL Rewrite]",7.18,3000.0,136,888411,499638,white,tv,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 35, 'name': 'Harem'}, {'id': 18, 'name': 'Mecha'}, {'id': 22, 'name': 'Romance'}, {'id': 23, 'name': 'School'}, {'id': 24, 'name': 'Sci-Fi'}]",12,light_novel,1500,r,"[{'id': 292, 'name': 'AIC PLUS+'}]",231,saturday,01:30,2013.0,spring,33135.0,657008.0,15904.0,26885.0,156092.0,889024.0,0.9519,0.0481
40010,Ishuzoku Reviewers,2020-01-11,2020-03-28,"Countless diverse races, from perky fairies to oozing slimes, inhabit the world. Naturally, such a melting pot of creatures has a broad and alluring variety of brothels. With so many options to choose from, it is hard to decide with which succu-girl to have a meaningful, interpersonal experience.

Fortunately, a tight group of brave warriors has come together to enlighten the public. These perverted adventurers take it upon themselves to assess the appeal of all types of succu-girls through hands-on research. Whether it be the scorchingly hot salamanders or the udderly hu-moo-ngous cow-girls, the Yoruno Gloss reviewers leave no species behind.

Directed by the mastermind behind Miru Tights, Ishuzoku Reviewers seeks to answer one of the most pressing questions there is: which species is the sexiest?

[Written by MAL Rewrite]",7.47,1747.0,438,403169,215711,gray,tv,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 9, 'name': 'Ecchi'}, {'id': 10, 'name': 'Fantasy'}]",12,manga,1409,r+,"[{'id': 911, 'name': 'Passione'}]",232,saturday,23:00,2020.0,winter,76957.0,218262.0,13455.0,24252.0,70952.0,403878.0,0.9066,0.0934
28701,Fate/stay night: Unlimited Blade Works 2nd Season,2015-04-05,2015-06-28,"In the midst of the Fifth Holy Grail War, Caster sets her plans into motion, beginning with the capture of Shirou's Servant Saber. With the witch growing ever more powerful, Rin and Archer determine she is a threat that must be dealt with at once. But as the balance of power in the war begins to shift, the Master and Servant find themselves walking separate ways.

Meanwhile, despite losing his Servant and stumbling from injuries, Shirou ignores Rin's warning to abandon the battle royale, forcing his way into the fight against Caster. Determined to show his resolve in his will to fight, Shirou's potential to become a protector of the people is put to the test.

Amidst the bloodshed and chaos, the motivations of each Master and Servant are slowly revealed as they sacrifice everything in order to arise as the victor and claim the Holy Grail.

[Written by MAL Rewrite]",8.32,219.0,181,748877,491299,white,tv,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 10, 'name': 'Fantasy'}, {'id': 37, 'name': 'Supernatural'}]",13,visual_novel,1480,r,"[{'id': 43, 'name': 'ufotable'}]",233,sunday,00:00,2015.0,spring,19852.0,629281.0,6129.0,4138.0,89479.0,748879.0,0.9863,0.0137
48736,Sono Bisque Doll wa Koi wo Suru,2022-01-09,2022-03-27,"High school student Wakana Gojou spends his days perfecting the art of making hina dolls, hoping to eventually reach his grandfather's level of expertise. While his fellow teenagers busy themselves with pop culture, Gojou finds bliss in sewing clothes for his dolls. Nonetheless, he goes to great lengths to keep his unique hobby a secret, as he believes that he would be ridiculed were it revealed. 

Enter Marin Kitagawa, an extraordinarily pretty girl whose confidence and poise are in stark contrast to Gojou's meekness. It would defy common sense for the friendless Gojou to mix with the likes of Kitagawa, who is always surrounded by her peers. However, the unimaginable happens when Kitagawa discovers Gojou's prowess with a sewing machine and brightly confesses to him about her own hobby: cosplay. Because her sewing skills are pitiable, she decides to enlist his help.

As Gojou and Kitagawa work together on one cosplay outfit after another, they cannot help but grow close—even though their lives are worlds apart.

[Written by MAL Rewrite]
",8.36,184.0,353,491962,132381,white,tv,currently_airing,"[{'id': 22, 'name': 'Romance'}, {'id': 23, 'name': 'School'}, {'id': 42, 'name': 'Seinen'}, {'id': 36, 'name': 'Slice of Life'}]",12,manga,1420,pg_13,"[{'id': 1835, 'name': 'CloverWorks'}]",234,sunday,00:00,2022.0,winter,348189.0,160.0,4831.0,5222.0,133668.0,492070.0,0.9796,0.0204
14513,Magi: The Labyrinth of Magic,2012-10-07,2013-03-31,"A Magi is a magician whose inclination toward magic is so immense that they can be said to shape the world. With their significant influence, each Magi chooses a worthy candidate to become a king, then helps them conquer strange labyrinths called ""Dungeons"" and acquire the power of mythical djinns within. Above all else, the Magi supervises their elected representative as they build a country that might one day bring the world to its knees.

Aladdin is a young Magi wandering the world in search of his true self. However, his journey is not a lonely one, as he is accompanied by his friend and mentor Ugo—a djinn he summons using his flute. In his travels, Aladdin also befriends Alibaba Saluja and guides him to a nearby Dungeon. With this newfound friendship, they begin an epic adventure across the world, witnessing various irregularities that seem more frequent than ever.

[Written by MAL Rewrite]
",8.03,524.0,128,918959,479098,white,tv,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 2, 'name': 'Adventure'}, {'id': 10, 'name': 'Fantasy'}, {'id': 27, 'name': 'Shounen'}]",25,manga,1440,pg_13,"[{'id': 56, 'name': 'A-1 Pictures'}]",235,sunday,17:00,2012.0,fall,51990.0,627129.0,33190.0,27271.0,179900.0,919480.0,0.9342,0.0658
41389,Tonikaku Kawaii,2020-10-03,2020-12-19,"Nasa Yuzaki is determined to leave his name in the history books. Ranking first in the national mock exam and aiming for a distinguished high school, he is certain that he has his whole life mapped out. However, fate is a fickle mistress. On his way home one snowy evening, Nasa's eyes fall upon a peerless beauty across the street. Bewitched, Nasa tries to approach her—only to get blindsided by an oncoming truck. 

Thankfully, his life is spared due to the girl's swift action. Bleeding by the side of an ambulance, he watches as the girl walks away under the moonlight—reminiscent of Princess Kaguya leaving for the moon. Refusing to let this chance meeting end, he forces his crippled body to chase after her and asks her out. Surprised by his foolhardiness and pure resolve, the girl accepts his confession under a single condition: they can only be together if he marries her!

[Written by MAL Rewrite]",7.92,668.0,306,556321,304232,white,tv,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 22, 'name': 'Romance'}, {'id': 27, 'name': 'Shounen'}]",12,manga,1425,pg_13,"[{'id': 35, 'name': 'Seven Arcs'}]",236,saturday,01:05,2020.0,fall,56135.0,356432.0,14367.0,15538.0,115517.0,557989.0,0.9464,0.0536
46095,Vivy: Fluorite Eye's Song,2021-04-03,2021-06-19,"When highly evolved AIs set out to eradicate mankind, the carnage that ensues fills the air with the stench of fresh blood and burning bodies. In a desperate bid to prevent the calamity from ever occurring, a scientist bets everything on a remnant from the past.

Turning the clock back a hundred years, AIs are already an integral part of human society, programmed with specific missions meant to be carried out for their entire course of operation. Vivy, the first ever autonomous AI, is a songstress tasked with spreading happiness through her voice. In a theme park where she hardly ever gets a proper audience, she strives to pour her heart out into her performances, bound to repeat it day after day—that is, until an advanced AI from the future appears before her and enlists her help in stopping a devastating war a hundred years in the making. With no time to process the revelation that flips her world upside down, Vivy is catapulted into a century-long journey to avert the violent history yet to come.

[Written by MAL Rewrite]",8.46,132.0,451,395672,167278,white,tv,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 19, 'name': 'Music'}, {'id': 24, 'name': 'Sci-Fi'}, {'id': 41, 'name': 'Suspense'}]",13,original,1470,r,"[{'id': 858, 'name': 'Wit Studio'}]",237,saturday,23:30,2021.0,spring,55756.0,182883.0,11910.0,8506.0,138411.0,397466.0,0.9486,0.0514
43299,Wonder Egg Priority,2021-01-13,2021-03-31,"Following the suicide of her best and only friend, Koito Nagase, Ai Ooto is left grappling with her new reality. With nothing left to live for, she follows the instructions of a mysterious entity and gets roped into purchasing an egg, or specifically, a Wonder Egg.

Upon breaking the egg in a world that materializes during her sleep, Ai is tasked with saving people from the adversities that come their way. In doing so, she believes that she has moved one step closer to saving her best friend. With this dangerous yet tempting opportunity in the palms of her hands, Ai enters a place where she must recognize the relationship between other people's demons and her own.

As past trauma, unforgettable regrets, and innate fears hatch in the bizarre world of Wonder Egg Priority, a young girl discovers the different inner struggles tormenting humankind and rescues them from their worst fears.

[Written by MAL Rewrite]",7.76,952.0,266,604862,250312,white,tv,finished_airing,"[{'id': 8, 'name': 'Drama'}, {'id': 10, 'name': 'Fantasy'}, {'id': 40, 'name': 'Psychological'}]",12,original,1382,r,"[{'id': 1835, 'name': 'CloverWorks'}]",238,wednesday,01:29,2021.0,winter,89605.0,278635.0,23392.0,23458.0,191233.0,606323.0,0.9227,0.0773
44511,Chainsaw Man,2022,airing,"Denji has a simple dream—to live a happy and peaceful life, spending time with a girl he likes. This is a far cry from reality, however, as Denji is forced by the yakuza into killing devils in order to pay off his crushing debts. Using his pet devil Pochita as a weapon, he is ready to do anything for a bit of cash.

Unfortunately, he has outlived his usefulness and is murdered by a devil in contract with the yakuza. However, in an unexpected turn of events, Pochita merges with Denji's dead body and grants him the powers of a chainsaw devil. Now able to transform parts of his body into chainsaws, a revived Denji uses his new abilities to quickly and brutally dispatch his enemies. Catching the eye of the official devil hunters who arrive at the scene, he is offered work at the Public Safety Bureau as one of them. Now with the means to face even the toughest of enemies, Denji will stop at nothing to achieve his simple teenage dreams.

[Written by MAL Rewrite]",-1,-1,504,353987,0,white,tv,not_yet_aired,"[{'id': 1, 'name': 'Action'}, {'id': 2, 'name': 'Adventure'}, {'id': 6, 'name': 'Demons'}, {'id': 27, 'name': 'Shounen'}]",0,manga,0,no_rating,"[{'id': 569, 'name': 'MAPPA'}]",239,NIL,NIL,-1.0,NIL,1.0,0.0,1.0,0.0,357238.0,357240.0,1.0,0.0
40052,Great Pretender,2020-07-09,2020-12-17,"A series of unfortunate events has led Makoto ""Edamame"" Edamura to adopt the life of crime—pickpocketing and scamming others for a living. However, after swindling a seemingly clueless tourist, Makoto discovers that he was the one tricked and, to make matters worse, the police are now after him. 

While making his escape, he runs into the tourist once again, who turns out to be a fellow con man named Laurent Thierry, and ends up following him to Los Angeles. In an attempt to defend his self-proclaimed title of ""Japan's Greatest Swindler,"" Makoto challenges his rival to determine the better scammer. Accepting the competition, Laurent drops them off outside a huge mansion and claims that their target will be the biggest mafia boss on the West Coast.

Jumping from city to city, Great Pretender follows the endeavors of Makoto alongside the cunning Laurent and his colorful associates in the world of international high-stakes fraud. Soon, Makoto realizes that he got more than what he bargained for as his self-declared skills are continually put to the test.

[Written by MAL Rewrite]",8.27,254.0,344,505466,232556,white,tv,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 2, 'name': 'Adventure'}, {'id': 4, 'name': 'Comedy'}, {'id': 7, 'name': 'Mystery'}, {'id': 40, 'name': 'Psychological'}]",23,original,1380,r,"[{'id': 858, 'name': 'Wit Studio'}]",240,thursday,00:55,2020.0,summer,60293.0,259543.0,25734.0,14889.0,146661.0,507120.0,0.9199,0.0801
467,Koukaku Kidoutai: Stand Alone Complex,2002-10-01,2003-10-01,"In the not so distant future, mankind has advanced to a state where complete body transplants from flesh to machine is possible. This allows for great increases in both physical and cybernetic prowess and blurring the lines between the two worlds. However, criminals can also make full use of such technology, leading to new and sometimes, very dangerous crimes. In response to such innovative new methods, the Japanese Government has established Section 9, an independently operating police unit which deals with such highly sensitive crimes.

Led by Daisuke Aramaki and Motoko Kusanagi, Section 9 deals with such crimes over the entire social spectrum, usually with success. However, when faced with a new A level hacker nicknamed ""The Laughing Man,"" the team is thrown into a dangerous cat and mouse game, following the hacker's trail as it leaves its mark on Japan.

[Written by MAL Rewrite]",8.43,146.0,494,360226,145827,white,tv,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 18, 'name': 'Mecha'}, {'id': 38, 'name': 'Military'}, {'id': 39, 'name': 'Police'}, {'id': 24, 'name': 'Sci-Fi'}, {'id': 42, 'name': 'Seinen'}]",26,manga,1500,r,"[{'id': 10, 'name': 'Production I.G'}]",241,NIL,NIL,2002.0,fall,19077.0,184025.0,17229.0,9017.0,131225.0,360573.0,0.9272,0.0728
38408,Boku no Hero Academia 4th Season,2019-10-12,2020-04-04,"After successfully passing his Provisional Hero License exam, Izuku ""Deku"" Midoriya seeks out an extracurricular internship with a professional hero agency. At the recommendation of his mentor All Might, Midoriya lands a position under All Might's former sidekick, Sir Nighteye, now a famous hero in his own right.

As Midoriya's classmates further their own abilities through various internships, up-and-coming villain Kai Chisaki utilizes his terrifying powers to gather favor in the criminal underworld. Known by the moniker Overhaul, Chisaki's ambitions collide with the League of Villains and its leader, Tomura Shigaraki.

Through his work with Sir Nighteye, Midoriya discovers Chisaki's crime syndicate and the villain's hostile relationship with a mysterious young girl named Eri. Fearing for the child's safety, Midoriya and his upperclassman Mirio Toogata must work together to put an end to Chisaki's reign of terror.

[Written by MAL Rewrite]",7.96,608.0,59,1402356,845354,white,tv,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 4, 'name': 'Comedy'}, {'id': 23, 'name': 'School'}, {'id': 27, 'name': 'Shounen'}, {'id': 31, 'name': 'Super Power'}]",25,manga,1444,pg_13,"[{'id': 4, 'name': 'Bones'}]",242,saturday,17:30,2019.0,fall,132633.0,1077154.0,26677.0,21259.0,150284.0,1408007.0,0.966,0.034
42361,"Ijiranaide, Nagatoro-san",2021-04-11,2021-06-27,"Every day, Naoto Hachiouji is teased relentlessly by Hayase Nagatoro, a first year student he meets one day in the library while working on his manga. After reading his story and seeing his awkward demeanor, she decides from that moment on to toy with him, even calling him ""Senpai"" in lieu of using his real name.

At first, Nagatoro's relentless antics are more bothersome than anything and leave him feeling embarrassed, as he is forced to cater to her whims. However, as they spend more time together, a strange sort of friendship develops between them, and Naoto finds that life with Nagatoro can even be fun. But one thing's for sure: his days will never be dull again.

[Written by MAL Rewrite]",7.41,1967.0,261,608502,289331,white,tv,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 22, 'name': 'Romance'}, {'id': 36, 'name': 'Slice of Life'}]",12,manga,1420,pg_13,"[{'id': 94, 'name': 'Telecom Animation Film'}]",243,sunday,01:00,2021.0,spring,92795.0,326752.0,15030.0,30369.0,145435.0,610381.0,0.9256,0.0744
