id,title,start_date,end_date,synopsis,mean,rank,popularity,num_list_users,num_scoring_users,nsfw,media_type,status,genres,num_episodes,source,average_episode_duration,rating,studios,all_ranking,broadcast_day_of_the_week,broadcast_start_time,start_season_year,start_season_season,statistics_watching,statistics_completed,statistics_on_hold,statistics_dropped,statistics_plan_to_watch,statistics_num_list_users,positive_viewership_fraction,negative_viewership_fraction
42498,Douluo Dalu: Xiaowu Juebie,2020-05-23,2020-08-15,Fifth part of Douluo Dalu.,8.25,266,5909,8304,3272,white,ona,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 2, 'name': 'Adventure'}, {'id': 10, 'name': 'Fantasy'}, {'id': 13, 'name': 'Historical'}, {'id': 17, 'name': 'Martial Arts'}, {'id': 22, 'name': 'Romance'}]",13,novel,1200,pg_13,"[{'id': 1768, 'name': 'Sparkly Key Animation Studio'}]",266,NIL,NIL,2020.0,spring,1573.0,4218.0,144.0,217.0,2171.0,8323.0,0.9566,0.0434
10271,Gyakkyou Burai Kaiji: Hakairoku-hen,2011-04-06,2011-09-28,"Owing to an increasing debt, Kaiji Itou ends up resuming his old lifestyle. One day, while walking on the street, he stumbles upon Yuuji Endou, who is hunting Kaiji due to the money he owes to the Teiai Group. Unaware of this, Kaiji eagerly follows Endou, hoping for a chance to participate in another gamble, but soon finds out the loan shark's real intentions when he is kidnapped.

Given that Kaiji is unable to pay off his huge debt, the Teiai Group instead sends him to work in an underground labor camp. He is told that he will have to live in this hell for 15 years, alongside other debtors, until he can earn his freedom. His only hope to put an early end to this nightmare is by saving enough money to be able to go back to the surface for a single day. Once he is there, he plans to obtain the remaining money needed to settle his account by making a high-stakes wager. However, as many temptations threaten his scarce income, Kaiji may have to resort to gambling sooner than he had expected.

[Written by MAL Rewrite]",8.25,267,1112,168240,90498,white,tv,finished_airing,"[{'id': 11, 'name': 'Game'}, {'id': 40, 'name': 'Psychological'}, {'id': 42, 'name': 'Seinen'}, {'id': 41, 'name': 'Suspense'}]",26,manga,1440,r,"[{'id': 11, 'name': 'Madhouse'}]",267,wednesday,00:59,2011.0,spring,6603.0,110632.0,3963.0,2343.0,44823.0,168364.0,0.9625,0.0375
31812,Kuroshitsuji Movie: Book of the Atlantic,2017-01-21,2017-01-21,"The young Earl Ciel Phantomhive—the Queen's Guard Dog—is once again called to investigate seemingly supernatural phenomena when news of miraculous resurrections begins to surface in Victorian London. Along with Sebastian Michaelis, his demon butler, they board the luxury cruise liner Campania to investigate rumors of the Aurora Society—a medical organization suspected of experimenting on the dead.

Grim reapers begin to appear on the ship, and it becomes apparent that the ship is about to be overrun with the undead as a devious plan is put into motion. Ciel and Sebastian must now uncover the secrets that lie behind the Aurora Society's phoenix symbol, and with the help of some old acquaintances, return the undead to their coffins or share a watery grave.

[Written by MAL Rewrite]",8.25,268,1136,166013,73544,white,movie,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 4, 'name': 'Comedy'}, {'id': 6, 'name': 'Demons'}, {'id': 13, 'name': 'Historical'}, {'id': 7, 'name': 'Mystery'}, {'id': 27, 'name': 'Shounen'}, {'id': 37, 'name': 'Supernatural'}]",1,manga,6000,r,"[{'id': 56, 'name': 'A-1 Pictures'}]",268,NIL,NIL,2017.0,winter,3646.0,106295.0,1341.0,748.0,54596.0,166626.0,0.9875,0.0125
5690,Nodame Cantabile: Finale,2010-01-15,2010-03-26,"Shinichi Chiaki is quickly making a name for himself as the principal conductor of the revitalized Roux-Marlet Orchestra, and Megumi ""Nodame"" Noda has made leaps and bounds as a pianist at the Conservatoire de Paris. However, tensions mount between the two as Nodame feels left behind by Chiaki's growing success and his close friendship with legendary piano prodigy Rui Son. Disregarding her teacher Professor Charles Auclair's advice, Nodame enters another piano competition in an attempt to jumpstart her own performance career. 

Meanwhile, those around Chiaki and Nodame are at their own crossroads. Rui begins to doubt herself after hearing Nodame's playing and being denied tutelage from Auclair; Maestro Franz von Stresemann faces the reality of his mortality; pianists Yunlong Li and Tatiana Vishneva feverishly prepare for a competition, while the latter also struggles with her growing feelings for oboist and fellow student Yasunori Kuroki. 

As Chiaki, Nodame, and their friends continue on their respective journeys, they must not only strive to stay true to themselves, but also remember where it all started.

[Written by MAL Rewrite]",8.25,269,1460,120139,64849,white,tv,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 43, 'name': 'Josei'}, {'id': 19, 'name': 'Music'}, {'id': 22, 'name': 'Romance'}]",11,manga,1374,pg_13,"[{'id': 7, 'name': 'J.C.Staff'}]",269,friday,00:45,2010.0,winter,3153.0,85728.0,1897.0,1040.0,28366.0,120184.0,0.9756,0.0244
37078,Quanzhi Gaoshou Specials,2018-04-27,2018-05-11,"The All-Star Tournament is a three-day event that allows e-sports participants from various professional clubs to display their skills, while also giving casual Glory players the chance to interact with pros in the flesh.

Retired top-tier Glory player Ye Xiu agrees to watch the tournament together with Tang Rou and Chen Guo after the latter manages to get ahold of three tickets. It is a strange sensation for Ye Xiu, as unlike previous occasions, this time he attends the tournament as a spectator, not a participant. However, despite his attempts to keep a low profile, events in the All-Star Tournament may force the former Glory legend back into the limelight.

[Written by MAL Rewrite]",8.25,270,1782,92935,47206,white,ona,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 11, 'name': 'Game'}]",3,novel,1620,pg_13,"[{'id': 1349, 'name': 'Tencent Animation & Comics'}, {'id': 1728, 'name': 'China Literature Limited'}, {'id': 1831, 'name': 'Colored Pencil Animation'}]",270,NIL,NIL,2018.0,spring,3412.0,67308.0,683.0,594.0,21132.0,93129.0,0.9863,0.0137
31240,Re:Zero kara Hajimeru Isekai Seikatsu,2016-04-04,2016-09-19,"When Subaru Natsuki leaves the convenience store, the last thing he expects is to be wrenched from his everyday life and dropped into a fantasy world. Things aren't looking good for the bewildered teenager; however, not long after his arrival, he is attacked by some thugs. Armed with only a bag of groceries and a now useless cell phone, he is quickly beaten to a pulp. Fortunately, a mysterious beauty named Satella, in hot pursuit after the one who stole her insignia, happens upon Subaru and saves him. In order to thank the honest and kindhearted girl, Subaru offers to help in her search, and later that night, he even finds the whereabouts of that which she seeks. But unbeknownst to them, a much darker force stalks the pair from the shadows, and just minutes after locating the insignia, Subaru and Satella are brutally murdered.

However, Subaru immediately reawakens to a familiar scene—confronted by the same group of thugs, meeting Satella all over again—the enigma deepens as history inexplicably repeats itself.

[Written by MAL Rewrite]",8.25,271,23,1871703,1184237,white,tv,finished_airing,"[{'id': 8, 'name': 'Drama'}, {'id': 10, 'name': 'Fantasy'}, {'id': 40, 'name': 'Psychological'}, {'id': 41, 'name': 'Suspense'}]",25,light_novel,1530,r,"[{'id': 314, 'name': 'White Fox'}]",271,monday,01:05,2016.0,spring,121560.0,1446470.0,40188.0,45224.0,224489.0,1877931.0,0.9545,0.0455
1033,Sennen Joyuu,2002-09-14,2002-09-14,"At the turn of the millennium, Ginei Studio's dilapidated buildings are set to be demolished. Ex-employee and filmmaker Genya Tachibana decides to honor this occasion with a commemorative documentary about the company's star actress: Chiyoko Fujiwara, the reclusive sweetheart of Shouwa Era cinema. Having finally obtained permission to interview the retired starlet, an enamored Genya drags along cynical cameraman Kyouji Ida to meet her, ready to put his lifelong idol back in the spotlight once more.

Hidden in this secluded mountain retreat is a thousand years of history condensed into one lifetime, waiting to be narrated. Chiyoko's recollections take them on an illusionary journey through Japanese cinematic history that transcends the boundaries of reality; the saga of her acting career intertwines with her filmography, the actors in her life blend seamlessly with the characters on screen, and the present melds with the past. Though the actress may have retired at the height of her career 30 years ago, the curtain on her life's stage has yet to fall.

[Written by MAL Rewrite]",8.25,272,1223,152678,69185,white,movie,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 2, 'name': 'Adventure'}, {'id': 8, 'name': 'Drama'}, {'id': 10, 'name': 'Fantasy'}, {'id': 13, 'name': 'Historical'}, {'id': 22, 'name': 'Romance'}]",1,original,5186,pg_13,"[{'id': 11, 'name': 'Madhouse'}]",272,NIL,NIL,2002.0,summer,3102.0,85412.0,1407.0,582.0,62416.0,152919.0,0.987,0.013
37055,Youjo Senki Movie,2019-02-08,2019-02-08,"With its armies sweeping across the continent, the Empire seems unstoppable. After securing victory over the remnants of the Republic's army, the Empire's ultimate victory is finally within reach. However, dark clouds are gathering in the East. The communist-led Russy Federation is mustering troops on its western border, preparing to enter the war. Supported by a detachment of Allied volunteer magicians—among whom is Mary Sioux, the daughter of a soldier killed by Tanya Degurechaff—the Federation is determined to spread the communist creed and bring the Empire to its knees.

Meanwhile, Tanya and her battalion return to the imperial capital from the southern front. Upon their arrival, they are tasked with investigating troop movements on the border with the Federation. Any escalation of violence at this point may lead to new conflicts, plunging the world into a devastating global war.

Will the Empire eventually emerge victorious from its struggle, or will it crumble in the face of superior enemies and radically different ideologies?

[Written by MAL Rewrite]
",8.25,273,873,218778,112639,white,movie,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 38, 'name': 'Military'}]",1,light_novel,5880,r,"[{'id': 1567, 'name': 'Nut'}]",273,NIL,NIL,2019.0,winter,5016.0,147280.0,1642.0,735.0,65051.0,219724.0,0.9892,0.0108
38234,One Piece Movie 14: Stampede,2019-08-09,2019-08-09,"The world's greatest exposition of the pirates, by the pirates, for the pirates—the Pirates Festival. Luffy and the rest of the Straw Hat Crew receive an invitation from its host Buena Festa who is known as the Master of Festivities. They arrive to find a venue packed with glamorous pavilions and many pirates including the ones from the Worst Generation. The place is electric.

(Source: ANN)",8.24,274,1412,126195,77117,white,movie,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 2, 'name': 'Adventure'}, {'id': 4, 'name': 'Comedy'}, {'id': 8, 'name': 'Drama'}, {'id': 10, 'name': 'Fantasy'}, {'id': 27, 'name': 'Shounen'}, {'id': 31, 'name': 'Super Power'}]",1,manga,6060,pg_13,"[{'id': 18, 'name': 'Toei Animation'}]",274,NIL,NIL,2019.0,summer,2290.0,102177.0,564.0,332.0,21774.0,127137.0,0.993,0.007
2966,Ookami to Koushinryou,2008-01-09,2008-03-26,"Holo is a powerful wolf deity who is revered in the small town of Pasloe for blessing the annual harvest. Yet as years go by and the villagers become more self-sufficient, Holo has been reduced to a mere folktale. When a traveling merchant named Kraft Lawrence stops at the settlement, Holo offers to become his business partner if he takes her to her northern home of Yoitsu. The savvy trader recognizes Holo's unusual ability to evaluate a person's character and accepts her proposition. 

Now in the possession of both sharp bargaining skills and a charismatic negotiator, Lawrence inches closer to his goal of opening his own shop. However, as Lawrence travels the countryside with Holo in search of economic opportunities, he begins to realize that his aspirations are slowly morphing into something unexpected.

[Written by MAL Rewrite]
",8.24,275,195,729698,346325,white,tv,finished_airing,"[{'id': 2, 'name': 'Adventure'}, {'id': 10, 'name': 'Fantasy'}, {'id': 13, 'name': 'Historical'}, {'id': 22, 'name': 'Romance'}]",13,light_novel,1440,pg_13,"[{'id': 75, 'name': 'Imagin'}]",275,wednesday,01:30,2008.0,winter,35217.0,431717.0,28758.0,18683.0,215996.0,730371.0,0.935,0.065
32188,Steins;Gate: Kyoukaimenjou no Missing Link - Divide By Zero,2015-12-03,2015-12-03,"Having reached his emotional breaking point, Rintarou Okabe refuses to continue aiding time traveler Suzuha Amane in her mission to prevent World War III, believing any further efforts to save Makise Kurisu will be in vain. Shortly after, Okabe abandons his mad scientist persona and becomes a seemingly regular university student. 

Okabe's close friend Mayuri Shiina perceives him to be recovering from his trauma and is visibly happy. However, something still seems to be bothering Okabe. Steins;Gate: Kyoukaimenjou no Missing Link - Divide By Zero marks the beginning of a critical divergence—a timeline in which the burden of fate escalates beyond one's limits.

[Written by MAL Rewrite]",8.24,276,861,221183,122204,white,special,finished_airing,"[{'id': 24, 'name': 'Sci-Fi'}, {'id': 41, 'name': 'Suspense'}]",1,visual_novel,1440,pg_13,"[{'id': 314, 'name': 'White Fox'}]",276,NIL,NIL,2015.0,fall,3813.0,173654.0,1389.0,511.0,42551.0,221918.0,0.9914,0.0086
1842,Major S3,2007-01-06,2007-06-30,"Having bid farewell to his former teammates at Kaido High School's baseball club, Gorou Honda returns to his hometown eager to continue playing. Attending a new high school proves to be more difficult than he initially expected, as Tetsufumi Egashira's merciless slandering of his name prevents Gorou from being accepted into any school with an existing baseball team. 

Left with no other options, Gorou joins Seishuu High School, where his childhood friend Kaoru Shimizu also attends. However, Seishuu has always been an all-girls school until two years ago, so there is not yet a dedicated men’s baseball team.

But nothing will stop Gorou in his pursuit of Koshien. He must now create a baseball team from scratch with the seven male students at Seishuu, but all of them are complete amateurs! He decides to train the incompetent team up to nationally competitive levels, but such a feat is easier said than done. Will Gorou once again perform miracles? Or will he give up on achieving his goal of defeating Kaido with his own team? 

[Written by MAL Rewrite]",8.24,277,2282,62946,39487,white,tv,finished_airing,"[{'id': 8, 'name': 'Drama'}, {'id': 27, 'name': 'Shounen'}, {'id': 30, 'name': 'Sports'}]",26,manga,1500,pg_13,"[{'id': 101, 'name': 'Studio Hibari'}]",277,NIL,NIL,2007.0,winter,1194.0,53331.0,567.0,565.0,7364.0,63021.0,0.982,0.018
34036,Detective Conan: Episode One - The Great Detective Turned Small,2016-12-09,2016-12-09,"The ""real"" episode 1 of Detective Conan written by the Mangaka Gosho Aoyama.",8.23,278,3646,26346,12144,white,special,finished_airing,"[{'id': 2, 'name': 'Adventure'}, {'id': 4, 'name': 'Comedy'}, {'id': 7, 'name': 'Mystery'}, {'id': 39, 'name': 'Police'}, {'id': 27, 'name': 'Shounen'}]",1,manga,5580,pg_13,"[{'id': 73, 'name': 'TMS Entertainment'}]",278,NIL,NIL,2016.0,fall,1095.0,18743.0,405.0,489.0,5694.0,26426.0,0.9662,0.0338
37520,Dororo,2019-01-07,2019-06-24,"The greedy samurai lord Daigo Kagemitsu's land is dying, and he would do anything for power, even renounce Buddha and make a pact with demons. His prayers are answered by 12 demons who grant him the power he desires by aiding his prefecture's growth, but at a price. When Kagemitsu's first son is born, the boy has no limbs, no nose, no eyes, no ears, nor even skin—yet still, he lives.

This child is disposed of in a river and forgotten. But as luck would have it, he is saved by a medicine man who provides him with prosthetics and weapons, allowing for him to survive and fend for himself. The boy lives and grows, and although he cannot see, hear, or feel anything, he must defeat the demons that took him as sacrifice. With the death of each one, he regains a part of himself that is rightfully his. For many years he wanders alone, until one day an orphan boy, Dororo, befriends him. The unlikely pair of castaways now fight for their survival and humanity in an unforgiving, demon-infested world.

[Written by MAL Rewrite]",8.23,279,120,966502,472548,white,tv,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 2, 'name': 'Adventure'}, {'id': 6, 'name': 'Demons'}, {'id': 13, 'name': 'Historical'}, {'id': 21, 'name': 'Samurai'}, {'id': 27, 'name': 'Shounen'}, {'id': 37, 'name': 'Supernatural'}]",24,manga,1440,r,"[{'id': 200, 'name': 'Tezuka Productions'}, {'id': 569, 'name': 'MAPPA'}]",279,monday,22:30,2019.0,winter,110776.0,551340.0,44086.0,31801.0,232548.0,970551.0,0.9218,0.0782
37989,Golden Kamuy 2nd Season,2018-10-08,2018-12-24,"In Hokkaido, it is rumored that there is a stash of hidden gold. This gold was supposedly stolen by a man who killed the original Ainu owners; and before being captured and imprisoned by the police, he hid it in a secret location. In order to relay the gold's location to his comrades on the outside, he tattooed the map on the bodies of his cellmates and promised them a share of the gold—provided they managed to escape and find it.

In Golden Kamuy 2nd Season, First Lieutenant Tokushirou Tsurumi plans to give the 7th Division an advantage in the war for the tattoos by getting a taxidermist to create skins that only he can distinguish as fake. Meanwhile, Saichi ""The Immortal"" Sugimoto, Asirpa, and their companions continue their hunt for the skins by following a strange rumor: a thief who broke into a home in Yubari found taxidermied human corpses, among which was a torso with strange tattoos.

[Written by MAL Rewrite]",8.23,280,1212,154550,82803,white,tv,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 2, 'name': 'Adventure'}, {'id': 13, 'name': 'Historical'}, {'id': 42, 'name': 'Seinen'}]",12,manga,1400,r,"[{'id': 1393, 'name': 'Geno Studio'}]",280,monday,23:00,2018.0,fall,9056.0,104714.0,3905.0,1912.0,35585.0,155172.0,0.9625,0.0375
1142,Hachimitsu to Clover II,2006-06-30,2006-09-15,"Back from his journey across Japan, Yuuta Takemoto reminisces about his college life so far. He has matured significantly since his second year and is motivated to move forward.

Feeling more confident than ever before, he finally confesses to Hagumi Hanamoto, the girl he has been in love with since their first encounter. However, Hagumi has been confused by her attempts to understand the mysterious Shinobu Morita. Hiding behind a playful demeanor, Morita may be the most burdened by his own potential. Meanwhile, Takumi Mayama has become a full-fledged working adult and has landed Ayumi Yamada several pottery orders through his company in an act of friendship.

The five youths continue to face individual hardships in academics, work, love, and friendship as they push each other toward the paths that they are destined to walk.

[Written by MAL Rewrite]",8.23,281,1716,98765,50188,white,tv,finished_airing,"[{'id': 8, 'name': 'Drama'}, {'id': 43, 'name': 'Josei'}, {'id': 22, 'name': 'Romance'}, {'id': 36, 'name': 'Slice of Life'}]",12,manga,1380,pg_13,"[{'id': 7, 'name': 'J.C.Staff'}]",281,friday,00:45,2006.0,summer,2239.0,63807.0,2043.0,1351.0,29400.0,98840.0,0.9657,0.0343
265,Hajime no Ippo: Mashiba vs. Kimura,2003-09-05,2003-09-05,"Tatsuya Kimura is beginning to feel left behind. With his friends Ippo Makunouchi and Mamoru Takamura holding the championship belt in their respective weight classes, Kimura's inability to become Japan's Junior Lightweight boxing champion eats away at him. Scheduled to fight with the current champion Ryo Mashiba, Kimura begins to train with Ippo's rival Ichirou Miyata, who previously suffered a crushing defeat from Mashiba's signature ""Hitman"" style of boxing.

But Mashiba has his own desire to hold onto the belt, hoping to soon shoot for the World title and secure financial stability for his sister Kumi. Will Kimura's overwhelming drive to prove his strength as a boxer overcome Mashiba's desperate wish to provide a better life for Kumi?

[Written by MAL Rewrite]",8.23,282,1819,90236,55623,white,ova,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 27, 'name': 'Shounen'}, {'id': 30, 'name': 'Sports'}]",1,manga,3660,pg_13,"[{'id': 11, 'name': 'Madhouse'}]",282,NIL,NIL,2003.0,summer,1273.0,76218.0,462.0,364.0,12084.0,90401.0,0.9909,0.0091
16894,Kuroko no Basket 2nd Season,2013-10-06,2014-03-30,"With the Interhigh Championship finally over, Seirin's basketball team refocuses their efforts, training harder than ever to get the chance to participate in the Winter Cup. Both Kuroko and Kagami see old friends walk back into their lives, providing a challenge both on and off the court.

As new skills are developed and new alliances created, enemies from various teams—giants of high school basketball such as Yousen, Shuutoku and Touou—stand in the way of Seirin's steadfast attempts to get to the top. All of these schools prove to be formidable foes whose abilities progress exponentially, while Kuroko struggles to find a balance between his resolve to play as part of a team and his desire to win. 

With old wounds reopening, new challenges to face on the court, and a new set of foes—the ""Uncrowned Kings""—vowing to defeat the new hopefuls, will Seirin ever be able to achieve their dream of beating the Generation of Miracles?

[Written by MAL Rewrite]",8.23,283,191,734543,462823,white,tv,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 23, 'name': 'School'}, {'id': 27, 'name': 'Shounen'}, {'id': 30, 'name': 'Sports'}]",25,manga,1440,pg_13,"[{'id': 10, 'name': 'Production I.G'}]",283,sunday,01:58,2013.0,fall,28768.0,623018.0,10406.0,6825.0,65929.0,734946.0,0.9766,0.0234
40211,Luo Xiao Hei Zhan Ji (Movie),2019-09-07,2019-09-07,"Luo Xiaohei is a young monster who normally takes the form of a small black cat. Living freely in the forests, gradual deforestation and human development force him to flee and find a new home. Wandering the city streets, the black cat struggles to survive until he encounters Feng Xi, a fellow monster who takes Xiaohei to an isolated island inhabited by a small group of monsters. Excited to find what he thinks is his new home, Xiaohei lives with the monsters for only a short time before Wuxian, a human Guild Executor, arrives on the island in pursuit of Feng Xi.

Feng Xi and his companions manage to teleport off the island, leaving Xiaohei and Wuxian alone. Though Xiaohei refuses to cooperate with the man who attacked his friends, Wuxian forces the black cat to travel to the Guild along with him. Embarking on an uncertain journey, Xiaohei is exposed to a new perspective on the relations between humans and monsters in a rapidly changing world.

[Written by MAL Rewrite]",8.23,284,4693,14629,4519,white,movie,finished_airing,"[{'id': 2, 'name': 'Adventure'}, {'id': 8, 'name': 'Drama'}, {'id': 10, 'name': 'Fantasy'}]",1,original,6099,g,[],284,NIL,NIL,2019.0,summer,720.0,5596.0,194.0,159.0,8042.0,14711.0,0.976,0.024
18115,Magi: The Kingdom of Magic,2013-10-06,2014-03-30,"After celebrating their victory against Al-Thamen, Aladdin and his friends depart the land of Sindria. With the end of the battle, however, comes the time for each of them to go their separate ways. Hakuryuu and Kougyoku are ordered to go back to their home country, the Kou Empire. Meanwhile Aladdin announces he needs to head for Magnostadt—a mysterious country ruled by magicians—to investigate the mysterious events occurring in this new kingdom and become more proficient in magic. For their part, encouraged by Aladdin's words, Alibaba and Morgiana also set off in pursuit of their own goals: training and going to her homeland, respectively.

Magi: The Kingdom of Magic follows these friends as they all go about their separate adventures, each facing their own challenges. However, a new threat begins to rise as a great war looms over the horizon...

[Written by MAL Rewrite]",8.23,285,179,750441,400966,white,tv,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 2, 'name': 'Adventure'}, {'id': 10, 'name': 'Fantasy'}, {'id': 27, 'name': 'Shounen'}]",25,manga,1500,pg_13,"[{'id': 56, 'name': 'A-1 Pictures'}]",285,sunday,17:00,2013.0,fall,33093.0,542033.0,17237.0,13097.0,145274.0,750734.0,0.9596,0.0404
627,Major S1,2004-11-13,2005-05-21,"Gorou Honda, a little boy obsessed with baseball, has always admired his father, Shigeharu. Wishing to follow in his father's footsteps, Gorou dreams of becoming a professional baseball player. In turn, his son's starry-eyed admiration encourages Shigeharu to keep persevering, despite his late wife's death and his unsatisfying position on the second-string team Blue Ocean.

Unfortunately, an elbow injury forces Shigeharu off the team, and he falls into despair. However, after an offhand joke from his childhood friend, Shigeharu reevaluates his choices and decides to keep playing, leaving behind his prime position as pitcher and taking up the bat. Now motivated more than ever, Gorou works hard to carve his way in the Japanese Little League.

[Written by MAL Rewrite]",8.23,286,1810,90973,45949,white,tv,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 8, 'name': 'Drama'}, {'id': 27, 'name': 'Shounen'}, {'id': 30, 'name': 'Sports'}]",26,manga,1500,pg_13,"[{'id': 101, 'name': 'Studio Hibari'}]",286,saturday,18:00,2004.0,fall,3115.0,60461.0,1988.0,1600.0,23923.0,91087.0,0.9606,0.0394
33051,Mobile Suit Gundam: Iron-Blooded Orphans 2nd Season,2016-10-02,2017-04-02,"Tekkadan has now become a direct affiliate of Teiwaz after procuring a new trade agreement with Arbrau. With its newfound funds and prestige, Tekkadan finds both its list of allies and enemies growing. Meanwhile, the flames of the Gjallarhorn power struggle continue to rage in full force. As a part of her efforts to make Mars financially independent from Earth, Kudelia Aina Bernstein founds the Admoss Company and enlists Tekkadan as her business partner. 

The stakes are getting higher as the Tekkadan family continues to grow. Will Orga, Mikazuki, and the rest of the Tekkadan faction be able to keep up, or will Kudelia's dream of Martian independence die out?

[Written by MAL Rewrite]",8.23,287,1482,117575,64427,white,tv,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 8, 'name': 'Drama'}, {'id': 18, 'name': 'Mecha'}, {'id': 24, 'name': 'Sci-Fi'}, {'id': 29, 'name': 'Space'}]",25,original,1480,r,"[{'id': 14, 'name': 'Sunrise'}]",287,sunday,17:00,2016.0,fall,9060.0,81712.0,3789.0,2256.0,21153.0,117970.0,0.9488,0.0512
1735,Naruto: Shippuuden,2007-02-15,2017-03-23,"It has been two and a half years since Naruto Uzumaki left Konohagakure, the Hidden Leaf Village, for intense training following events which fueled his desire to be stronger. Now Akatsuki, the mysterious organization of elite rogue ninja, is closing in on their grand plan which may threaten the safety of the entire shinobi world.
 
Although Naruto is older and sinister events loom on the horizon, he has changed little in personality—still rambunctious and childish—though he is now far more confident and possesses an even greater determination to protect his friends and home. Come whatever may, Naruto will carry on with the fight for what is important to him, even at the expense of his own body, in the continuation of the saga about the boy who wishes to become Hokage.

[Written by MAL Rewrite]",8.23,288,16,2050047,1207029,white,tv,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 2, 'name': 'Adventure'}, {'id': 4, 'name': 'Comedy'}, {'id': 17, 'name': 'Martial Arts'}, {'id': 27, 'name': 'Shounen'}, {'id': 31, 'name': 'Super Power'}]",500,manga,1389,pg_13,"[{'id': 1, 'name': 'Studio Pierrot'}]",288,thursday,19:30,2007.0,winter,407802.0,1269778.0,126037.0,139965.0,110767.0,2054349.0,0.8705,0.1295
33674,No Game No Life: Zero,2017-07-15,2017-07-15,"In ancient Disboard, Riku is an angry, young warrior intent on saving humanity from the warring Exceed, the sixteen sentient species, fighting to establish the ""One True God"" amongst the Old Deus. In a lawless land, humanity's lack of magic and weak bodies have made them easy targets for the other Exceed, leaving the humans on the brink of extinction. One day, however, hope returns to humanity when Riku finds a powerful female Ex-machina, whom he names Schwi, in an abandoned elf city. Exiled from her Cluster because of her research into human emotions, Schwi is convinced that humanity has only survived due to the power of these feelings and is determined to understand the human heart. Forming an unlikely partnership in the midst of the overwhelming chaos, Riku and Schwi must now find the answers to their individual shortcomings in each other, and discover for themselves what it truly means to be human as they fight for their lives together against all odds. Each with a powerful new ally in tow, it is now up to them to prevent the extinction of the human race and establish peace throughout Disboard!

[Written by MAL Rewrite]",8.23,289,182,748378,398168,white,movie,finished_airing,"[{'id': 8, 'name': 'Drama'}, {'id': 10, 'name': 'Fantasy'}, {'id': 11, 'name': 'Game'}, {'id': 22, 'name': 'Romance'}, {'id': 37, 'name': 'Supernatural'}]",1,light_novel,6360,pg_13,"[{'id': 11, 'name': 'Madhouse'}]",289,NIL,NIL,2017.0,summer,18440.0,539872.0,5743.0,5488.0,181278.0,750821.0,0.985,0.015
9863,SKET Dance,2011-04-07,2012-09-27,"At Kaimei High School there is a special club dedicated to helping others known as the SKET Brigade. The brains of the group is Kazuyoshi ""Switch"" Usui, a tech-savvy otaku who speaks through speech synthesis software, while the brawn is provided by Hime ""Himeko"" Onizuka, the hockey stick-wielding girl once known as ""Onihime.""  And last but not least, their leader is Yuusuke ""Bossun"" Fujisaki, whose latent ability is evoked by his goggles, allowing him to summon the awesome power of extraordinary concentration.  

However, most of the school only know them as the club that handles odd jobs. Many of their days are spent in the clubroom slacking off, but when there is something to be done, they give their all to help others—usually in sincere, but unintentionally hilarious, ways. The SKET Brigade do all they can to provide support, kindness, encouragement, and troubleshooting to any students crazy enough to ask for their services.  

[Written by MAL Rewrite]",8.23,290,919,206756,67828,white,tv,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 23, 'name': 'School'}, {'id': 27, 'name': 'Shounen'}]",77,manga,1459,pg_13,"[{'id': 103, 'name': 'Tatsunoko Production'}]",290,thursday,18:00,2011.0,spring,18344.0,78874.0,16995.0,15684.0,76978.0,206875.0,0.842,0.158
