id,title,main_picture,start_date,end_date,synopsis,mean,rank,popularity,num_list_users,num_scoring_users,nsfw,created_at,updated_at,media_type,status,genres,num_episodes,start_season,broadcast,source,average_episode_duration,rating,background,studios,statistics,all_ranking
1842,Major S3,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/9/73971.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/9/73971l.jpg'}",2007-01-06,2007-06-30,"Having bid farewell to his former teammates at Kaido High School's baseball club, Gorou Honda returns to his hometown eager to continue playing. Attending a new high school proves to be more difficult than he initially expected, as Tetsufumi Egashira's merciless slandering of his name prevents Gorou from being accepted into any school with an existing baseball team. 

Left with no other options, Gorou joins Seishuu High School, where his childhood friend Kaoru Shimizu also attends. However, Seishuu has always been an all-girls school until two years ago, so there is not yet a dedicated men’s baseball team.

But nothing will stop Gorou in his pursuit of Koshien. He must now create a baseball team from scratch with the seven male students at Seishuu, but all of them are complete amateurs! He decides to train the incompetent team up to nationally competitive levels, but such a feat is easier said than done. Will Gorou once again perform miracles? Or will he give up on achieving his goal of defeating Kaido with his own team? 

[Written by MAL Rewrite]",8.24,277,2282,62946,39487,white,2007-01-13T14:33:22+00:00,2022-03-21T22:03:42+00:00,tv,finished_airing,"[{'id': 8, 'name': 'Drama'}, {'id': 27, 'name': 'Shounen'}, {'id': 30, 'name': 'Sports'}]",26,"{'year': 2007, 'season': 'winter'}",,manga,1500,pg_13,,"[{'id': 101, 'name': 'Studio Hibari'}]","{'status': {'watching': '1194', 'completed': '53331', 'on_hold': '567', 'dropped': '565', 'plan_to_watch': '7364'}, 'num_list_users': 63021}",277
34036,Detective Conan: Episode One - The Great Detective Turned Small,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/5/81968.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/5/81968l.jpg'}",2016-12-09,2016-12-09,"The ""real"" episode 1 of Detective Conan written by the Mangaka Gosho Aoyama.",8.23,278,3646,26346,12144,white,2016-09-13T04:27:44+00:00,2022-03-19T21:57:45+00:00,special,finished_airing,"[{'id': 2, 'name': 'Adventure'}, {'id': 4, 'name': 'Comedy'}, {'id': 7, 'name': 'Mystery'}, {'id': 39, 'name': 'Police'}, {'id': 27, 'name': 'Shounen'}]",1,"{'year': 2016, 'season': 'fall'}",,manga,5580,pg_13,,"[{'id': 73, 'name': 'TMS Entertainment'}]","{'status': {'watching': '1095', 'completed': '18743', 'on_hold': '405', 'dropped': '489', 'plan_to_watch': '5694'}, 'num_list_users': 26426}",278
37520,Dororo,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/1879/100467.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/1879/100467l.jpg'}",2019-01-07,2019-06-24,"The greedy samurai lord Daigo Kagemitsu's land is dying, and he would do anything for power, even renounce Buddha and make a pact with demons. His prayers are answered by 12 demons who grant him the power he desires by aiding his prefecture's growth, but at a price. When Kagemitsu's first son is born, the boy has no limbs, no nose, no eyes, no ears, nor even skin—yet still, he lives.

This child is disposed of in a river and forgotten. But as luck would have it, he is saved by a medicine man who provides him with prosthetics and weapons, allowing for him to survive and fend for himself. The boy lives and grows, and although he cannot see, hear, or feel anything, he must defeat the demons that took him as sacrifice. With the death of each one, he regains a part of himself that is rightfully his. For many years he wanders alone, until one day an orphan boy, Dororo, befriends him. The unlikely pair of castaways now fight for their survival and humanity in an unforgiving, demon-infested world.

[Written by MAL Rewrite]",8.23,279,120,966502,472548,white,2018-03-19T13:16:46+00:00,2022-03-22T13:05:16+00:00,tv,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 2, 'name': 'Adventure'}, {'id': 6, 'name': 'Demons'}, {'id': 13, 'name': 'Historical'}, {'id': 21, 'name': 'Samurai'}, {'id': 27, 'name': 'Shounen'}, {'id': 37, 'name': 'Supernatural'}]",24,"{'year': 2019, 'season': 'winter'}","{'day_of_the_week': 'monday', 'start_time': '22:30'}",manga,1440,r,,"[{'id': 200, 'name': 'Tezuka Productions'}, {'id': 569, 'name': 'MAPPA'}]","{'status': {'watching': '110776', 'completed': '551340', 'on_hold': '44086', 'dropped': '31801', 'plan_to_watch': '232548'}, 'num_list_users': 970551}",279
37989,Golden Kamuy 2nd Season,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/1180/95018.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/1180/95018l.jpg'}",2018-10-08,2018-12-24,"In Hokkaido, it is rumored that there is a stash of hidden gold. This gold was supposedly stolen by a man who killed the original Ainu owners; and before being captured and imprisoned by the police, he hid it in a secret location. In order to relay the gold's location to his comrades on the outside, he tattooed the map on the bodies of his cellmates and promised them a share of the gold—provided they managed to escape and find it.

In Golden Kamuy 2nd Season, First Lieutenant Tokushirou Tsurumi plans to give the 7th Division an advantage in the war for the tattoos by getting a taxidermist to create skins that only he can distinguish as fake. Meanwhile, Saichi ""The Immortal"" Sugimoto, Asirpa, and their companions continue their hunt for the skins by following a strange rumor: a thief who broke into a home in Yubari found taxidermied human corpses, among which was a torso with strange tattoos.

[Written by MAL Rewrite]",8.23,280,1212,154550,82803,white,2018-07-21T02:58:22+00:00,2022-03-21T10:11:09+00:00,tv,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 2, 'name': 'Adventure'}, {'id': 13, 'name': 'Historical'}, {'id': 42, 'name': 'Seinen'}]",12,"{'year': 2018, 'season': 'fall'}","{'day_of_the_week': 'monday', 'start_time': '23:00'}",manga,1400,r,,"[{'id': 1393, 'name': 'Geno Studio'}]","{'status': {'watching': '9056', 'completed': '104714', 'on_hold': '3905', 'dropped': '1912', 'plan_to_watch': '35585'}, 'num_list_users': 155172}",280
1142,Hachimitsu to Clover II,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/6/11040.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/6/11040l.jpg'}",2006-06-30,2006-09-15,"Back from his journey across Japan, Yuuta Takemoto reminisces about his college life so far. He has matured significantly since his second year and is motivated to move forward.

Feeling more confident than ever before, he finally confesses to Hagumi Hanamoto, the girl he has been in love with since their first encounter. However, Hagumi has been confused by her attempts to understand the mysterious Shinobu Morita. Hiding behind a playful demeanor, Morita may be the most burdened by his own potential. Meanwhile, Takumi Mayama has become a full-fledged working adult and has landed Ayumi Yamada several pottery orders through his company in an act of friendship.

The five youths continue to face individual hardships in academics, work, love, and friendship as they push each other toward the paths that they are destined to walk.

[Written by MAL Rewrite]",8.23,281,1716,98765,50188,white,2006-07-05T01:55:46+00:00,2022-03-20T18:47:33+00:00,tv,finished_airing,"[{'id': 8, 'name': 'Drama'}, {'id': 43, 'name': 'Josei'}, {'id': 22, 'name': 'Romance'}, {'id': 36, 'name': 'Slice of Life'}]",12,"{'year': 2006, 'season': 'summer'}","{'day_of_the_week': 'friday', 'start_time': '00:45'}",manga,1380,pg_13,Hachimitsu to Clover II aired on Fuji Television's noitaminA block.,"[{'id': 7, 'name': 'J.C.Staff'}]","{'status': {'watching': '2239', 'completed': '63807', 'on_hold': '2043', 'dropped': '1351', 'plan_to_watch': '29400'}, 'num_list_users': 98840}",281
265,Hajime no Ippo: Mashiba vs. Kimura,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/4/64737.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/4/64737l.jpg'}",2003-09-05,2003-09-05,"Tatsuya Kimura is beginning to feel left behind. With his friends Ippo Makunouchi and Mamoru Takamura holding the championship belt in their respective weight classes, Kimura's inability to become Japan's Junior Lightweight boxing champion eats away at him. Scheduled to fight with the current champion Ryo Mashiba, Kimura begins to train with Ippo's rival Ichirou Miyata, who previously suffered a crushing defeat from Mashiba's signature ""Hitman"" style of boxing.

But Mashiba has his own desire to hold onto the belt, hoping to soon shoot for the World title and secure financial stability for his sister Kumi. Will Kimura's overwhelming drive to prove his strength as a boxer overcome Mashiba's desperate wish to provide a better life for Kumi?

[Written by MAL Rewrite]",8.23,282,1819,90236,55623,white,2005-11-13T07:03:56+00:00,2022-03-20T01:28:37+00:00,ova,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 27, 'name': 'Shounen'}, {'id': 30, 'name': 'Sports'}]",1,"{'year': 2003, 'season': 'summer'}",,manga,3660,pg_13,,"[{'id': 11, 'name': 'Madhouse'}]","{'status': {'watching': '1273', 'completed': '76218', 'on_hold': '462', 'dropped': '364', 'plan_to_watch': '12084'}, 'num_list_users': 90401}",282
16894,Kuroko no Basket 2nd Season,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/9/56155.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/9/56155l.jpg'}",2013-10-06,2014-03-30,"With the Interhigh Championship finally over, Seirin's basketball team refocuses their efforts, training harder than ever to get the chance to participate in the Winter Cup. Both Kuroko and Kagami see old friends walk back into their lives, providing a challenge both on and off the court.

As new skills are developed and new alliances created, enemies from various teams—giants of high school basketball such as Yousen, Shuutoku and Touou—stand in the way of Seirin's steadfast attempts to get to the top. All of these schools prove to be formidable foes whose abilities progress exponentially, while Kuroko struggles to find a balance between his resolve to play as part of a team and his desire to win. 

With old wounds reopening, new challenges to face on the court, and a new set of foes—the ""Uncrowned Kings""—vowing to defeat the new hopefuls, will Seirin ever be able to achieve their dream of beating the Generation of Miracles?

[Written by MAL Rewrite]",8.23,283,191,734543,462823,white,2012-12-27T01:26:20+00:00,2022-03-22T11:53:49+00:00,tv,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 23, 'name': 'School'}, {'id': 27, 'name': 'Shounen'}, {'id': 30, 'name': 'Sports'}]",25,"{'year': 2013, 'season': 'fall'}","{'day_of_the_week': 'sunday', 'start_time': '01:58'}",manga,1440,pg_13,,"[{'id': 10, 'name': 'Production I.G'}]","{'status': {'watching': '28768', 'completed': '623018', 'on_hold': '10406', 'dropped': '6825', 'plan_to_watch': '65929'}, 'num_list_users': 734946}",283
40211,Luo Xiao Hei Zhan Ji (Movie),"{'medium': 'https://api-cdn.myanimelist.net/images/anime/1583/108598.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/1583/108598l.jpg'}",2019-09-07,2019-09-07,"Luo Xiaohei is a young monster who normally takes the form of a small black cat. Living freely in the forests, gradual deforestation and human development force him to flee and find a new home. Wandering the city streets, the black cat struggles to survive until he encounters Feng Xi, a fellow monster who takes Xiaohei to an isolated island inhabited by a small group of monsters. Excited to find what he thinks is his new home, Xiaohei lives with the monsters for only a short time before Wuxian, a human Guild Executor, arrives on the island in pursuit of Feng Xi.

Feng Xi and his companions manage to teleport off the island, leaving Xiaohei and Wuxian alone. Though Xiaohei refuses to cooperate with the man who attacked his friends, Wuxian forces the black cat to travel to the Guild along with him. Embarking on an uncertain journey, Xiaohei is exposed to a new perspective on the relations between humans and monsters in a rapidly changing world.

[Written by MAL Rewrite]",8.23,284,4693,14629,4519,white,2019-08-04T06:53:45+00:00,2022-03-22T03:32:20+00:00,movie,finished_airing,"[{'id': 2, 'name': 'Adventure'}, {'id': 8, 'name': 'Drama'}, {'id': 10, 'name': 'Fantasy'}]",1,"{'year': 2019, 'season': 'summer'}",,original,6099,g,"Luo Xiao Hei Zhan Ji (Movie) is the prequel feature film to the web anime of the same name. The film was released in Chinese and Japanese theaters on September 7, 2019. On December 15, 2020, it was announced that the movie will be set to release in North America and Canada by Shout! Studios and Play Big.",[],"{'status': {'watching': '720', 'completed': '5596', 'on_hold': '194', 'dropped': '159', 'plan_to_watch': '8042'}, 'num_list_users': 14711}",284
18115,Magi: The Kingdom of Magic,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/13/55039.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/13/55039l.jpg'}",2013-10-06,2014-03-30,"After celebrating their victory against Al-Thamen, Aladdin and his friends depart the land of Sindria. With the end of the battle, however, comes the time for each of them to go their separate ways. Hakuryuu and Kougyoku are ordered to go back to their home country, the Kou Empire. Meanwhile Aladdin announces he needs to head for Magnostadt—a mysterious country ruled by magicians—to investigate the mysterious events occurring in this new kingdom and become more proficient in magic. For their part, encouraged by Aladdin's words, Alibaba and Morgiana also set off in pursuit of their own goals: training and going to her homeland, respectively.

Magi: The Kingdom of Magic follows these friends as they all go about their separate adventures, each facing their own challenges. However, a new threat begins to rise as a great war looms over the horizon...

[Written by MAL Rewrite]",8.23,285,179,750441,400966,white,2013-03-31T09:29:46+00:00,2022-03-22T04:48:48+00:00,tv,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 2, 'name': 'Adventure'}, {'id': 10, 'name': 'Fantasy'}, {'id': 27, 'name': 'Shounen'}]",25,"{'year': 2013, 'season': 'fall'}","{'day_of_the_week': 'sunday', 'start_time': '17:00'}",manga,1500,pg_13,"Episodes 1 and 2 were previewed at a screening in Tokyo on September 22, 2013. Regular broadcasting began on October 6, 2013.","[{'id': 56, 'name': 'A-1 Pictures'}]","{'status': {'watching': '33093', 'completed': '542033', 'on_hold': '17237', 'dropped': '13097', 'plan_to_watch': '145274'}, 'num_list_users': 750734}",285
627,Major S1,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/13/73973.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/13/73973l.jpg'}",2004-11-13,2005-05-21,"Gorou Honda, a little boy obsessed with baseball, has always admired his father, Shigeharu. Wishing to follow in his father's footsteps, Gorou dreams of becoming a professional baseball player. In turn, his son's starry-eyed admiration encourages Shigeharu to keep persevering, despite his late wife's death and his unsatisfying position on the second-string team Blue Ocean.

Unfortunately, an elbow injury forces Shigeharu off the team, and he falls into despair. However, after an offhand joke from his childhood friend, Shigeharu reevaluates his choices and decides to keep playing, leaving behind his prime position as pitcher and taking up the bat. Now motivated more than ever, Gorou works hard to carve his way in the Japanese Little League.

[Written by MAL Rewrite]",8.23,286,1810,90973,45949,white,2006-02-02T15:42:01+00:00,2022-03-21T22:43:34+00:00,tv,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 8, 'name': 'Drama'}, {'id': 27, 'name': 'Shounen'}, {'id': 30, 'name': 'Sports'}]",26,"{'year': 2004, 'season': 'fall'}","{'day_of_the_week': 'saturday', 'start_time': '18:00'}",manga,1500,pg_13,,"[{'id': 101, 'name': 'Studio Hibari'}]","{'status': {'watching': '3115', 'completed': '60461', 'on_hold': '1988', 'dropped': '1600', 'plan_to_watch': '23923'}, 'num_list_users': 91087}",286
33051,Mobile Suit Gundam: Iron-Blooded Orphans 2nd Season,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/6/80899.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/6/80899l.jpg'}",2016-10-02,2017-04-02,"Tekkadan has now become a direct affiliate of Teiwaz after procuring a new trade agreement with Arbrau. With its newfound funds and prestige, Tekkadan finds both its list of allies and enemies growing. Meanwhile, the flames of the Gjallarhorn power struggle continue to rage in full force. As a part of her efforts to make Mars financially independent from Earth, Kudelia Aina Bernstein founds the Admoss Company and enlists Tekkadan as her business partner. 

The stakes are getting higher as the Tekkadan family continues to grow. Will Orga, Mikazuki, and the rest of the Tekkadan faction be able to keep up, or will Kudelia's dream of Martian independence die out?

[Written by MAL Rewrite]",8.23,287,1482,117575,64427,white,2016-03-27T09:18:10+00:00,2022-03-21T23:53:17+00:00,tv,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 8, 'name': 'Drama'}, {'id': 18, 'name': 'Mecha'}, {'id': 24, 'name': 'Sci-Fi'}, {'id': 29, 'name': 'Space'}]",25,"{'year': 2016, 'season': 'fall'}","{'day_of_the_week': 'sunday', 'start_time': '17:00'}",original,1480,r,,"[{'id': 14, 'name': 'Sunrise'}]","{'status': {'watching': '9060', 'completed': '81712', 'on_hold': '3789', 'dropped': '2256', 'plan_to_watch': '21153'}, 'num_list_users': 117970}",287
1735,Naruto: Shippuuden,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/5/17407.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/5/17407l.jpg'}",2007-02-15,2017-03-23,"It has been two and a half years since Naruto Uzumaki left Konohagakure, the Hidden Leaf Village, for intense training following events which fueled his desire to be stronger. Now Akatsuki, the mysterious organization of elite rogue ninja, is closing in on their grand plan which may threaten the safety of the entire shinobi world.
 
Although Naruto is older and sinister events loom on the horizon, he has changed little in personality—still rambunctious and childish—though he is now far more confident and possesses an even greater determination to protect his friends and home. Come whatever may, Naruto will carry on with the fight for what is important to him, even at the expense of his own body, in the continuation of the saga about the boy who wishes to become Hokage.

[Written by MAL Rewrite]",8.23,288,16,2050047,1207029,white,2006-12-09T15:28:11+00:00,2022-03-22T12:51:50+00:00,tv,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 2, 'name': 'Adventure'}, {'id': 4, 'name': 'Comedy'}, {'id': 17, 'name': 'Martial Arts'}, {'id': 27, 'name': 'Shounen'}, {'id': 31, 'name': 'Super Power'}]",500,"{'year': 2007, 'season': 'winter'}","{'day_of_the_week': 'thursday', 'start_time': '19:30'}",manga,1389,pg_13,,"[{'id': 1, 'name': 'Studio Pierrot'}]","{'status': {'watching': '407802', 'completed': '1269778', 'on_hold': '126037', 'dropped': '139965', 'plan_to_watch': '110767'}, 'num_list_users': 2054349}",288
33674,No Game No Life: Zero,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/1085/90759.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/1085/90759l.jpg'}",2017-07-15,2017-07-15,"In ancient Disboard, Riku is an angry, young warrior intent on saving humanity from the warring Exceed, the sixteen sentient species, fighting to establish the ""One True God"" amongst the Old Deus. In a lawless land, humanity's lack of magic and weak bodies have made them easy targets for the other Exceed, leaving the humans on the brink of extinction. One day, however, hope returns to humanity when Riku finds a powerful female Ex-machina, whom he names Schwi, in an abandoned elf city. Exiled from her Cluster because of her research into human emotions, Schwi is convinced that humanity has only survived due to the power of these feelings and is determined to understand the human heart. Forming an unlikely partnership in the midst of the overwhelming chaos, Riku and Schwi must now find the answers to their individual shortcomings in each other, and discover for themselves what it truly means to be human as they fight for their lives together against all odds. Each with a powerful new ally in tow, it is now up to them to prevent the extinction of the human race and establish peace throughout Disboard!

[Written by MAL Rewrite]",8.23,289,182,748378,398168,white,2016-07-17T11:42:19+00:00,2022-03-22T12:05:01+00:00,movie,finished_airing,"[{'id': 8, 'name': 'Drama'}, {'id': 10, 'name': 'Fantasy'}, {'id': 11, 'name': 'Game'}, {'id': 22, 'name': 'Romance'}, {'id': 37, 'name': 'Supernatural'}]",1,"{'year': 2017, 'season': 'summer'}",,light_novel,6360,pg_13,,"[{'id': 11, 'name': 'Madhouse'}]","{'status': {'watching': '18440', 'completed': '539872', 'on_hold': '5743', 'dropped': '5488', 'plan_to_watch': '181278'}, 'num_list_users': 750821}",289
9863,SKET Dance,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/9/73974.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/9/73974l.jpg'}",2011-04-07,2012-09-27,"At Kaimei High School there is a special club dedicated to helping others known as the SKET Brigade. The brains of the group is Kazuyoshi ""Switch"" Usui, a tech-savvy otaku who speaks through speech synthesis software, while the brawn is provided by Hime ""Himeko"" Onizuka, the hockey stick-wielding girl once known as ""Onihime.""  And last but not least, their leader is Yuusuke ""Bossun"" Fujisaki, whose latent ability is evoked by his goggles, allowing him to summon the awesome power of extraordinary concentration.  

However, most of the school only know them as the club that handles odd jobs. Many of their days are spent in the clubroom slacking off, but when there is something to be done, they give their all to help others—usually in sincere, but unintentionally hilarious, ways. The SKET Brigade do all they can to provide support, kindness, encouragement, and troubleshooting to any students crazy enough to ask for their services.  

[Written by MAL Rewrite]",8.23,290,919,206756,67828,white,2010-11-19T12:16:25+00:00,2022-03-22T07:37:38+00:00,tv,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 23, 'name': 'School'}, {'id': 27, 'name': 'Shounen'}]",77,"{'year': 2011, 'season': 'spring'}","{'day_of_the_week': 'thursday', 'start_time': '18:00'}",manga,1459,pg_13,,"[{'id': 103, 'name': 'Tatsunoko Production'}]","{'status': {'watching': '18344', 'completed': '78874', 'on_hold': '16995', 'dropped': '15684', 'plan_to_watch': '76978'}, 'num_list_users': 206875}",290
3091,xxxHOLiC: Kei,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/9/8626.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/9/8626l.jpg'}",2008-04-04,2008-06-27,"Kimihiro Watanuki's life was never really normal. But in addition to his ability to see spirits, this sequel to xxxHOLiC finds him still slaving away for Yuuko, the bizarre owner of a strange shop, who promised to rid him of this ability. However, this otherworldly woman can only do so when he has worked enough to earn his wish. Such is the way for anyone who finds their way into the shop to have their request granted: a compensation equal to their wish must be paid. 

In this odd shop that straddles the world of the living and the dead, Watanuki finds himself doing household chores for the seemingly lazy Yuuko and her companions, while also helping out clients. Along with his classmates, supposed romantic rival Shizuka Doumeki and his crush Himawari Kunogi, Watanuki deals with the many misfortunes surrounding Yuuko's customers, as well as those that closely follow him and his friends.

[Written by MAL Rewrite]",8.23,291,1396,128638,59676,white,2007-09-06T19:55:42+00:00,2022-03-22T09:23:39+00:00,tv,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 8, 'name': 'Drama'}, {'id': 7, 'name': 'Mystery'}, {'id': 40, 'name': 'Psychological'}, {'id': 42, 'name': 'Seinen'}, {'id': 37, 'name': 'Supernatural'}]",13,"{'year': 2008, 'season': 'spring'}",,manga,1450,pg_13,,"[{'id': 10, 'name': 'Production I.G'}]","{'status': {'watching': '4294', 'completed': '82058', 'on_hold': '3215', 'dropped': '2263', 'plan_to_watch': '36920'}, 'num_list_users': 128750}",291
23847,Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/11/75376.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/11/75376l.jpg'}",2015-04-03,2015-06-26,"With the Volunteer Service Club now firmly established, it is receiving more requests from students in search of solutions to their various issues. However, the club members often struggle to see eye to eye when it comes to their problem-solving ideals. The suggestions that Hachiman Hikigaya recommends frequently clash with those of Yukino Yukinoshita, fracturing the relationships within the club. 

Despite their differences, with the trio constantly trying to find common ground, they may soon reach a point where they discover something genuine.

[Written by MAL Rewrite]
",8.23,292,130,910248,588490,white,2014-04-15T15:46:54+00:00,2022-03-22T11:55:44+00:00,tv,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 8, 'name': 'Drama'}, {'id': 22, 'name': 'Romance'}, {'id': 23, 'name': 'School'}, {'id': 36, 'name': 'Slice of Life'}]",13,"{'year': 2015, 'season': 'spring'}","{'day_of_the_week': 'friday', 'start_time': '01:28'}",light_novel,1440,pg_13,Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku adapts volumes 7 to 11 of Wataru Watari's light novel series of the same title.,"[{'id': 91, 'name': 'feel.'}]","{'status': {'watching': '30940', 'completed': '746709', 'on_hold': '11634', 'dropped': '8303', 'plan_to_watch': '112862'}, 'num_list_users': 910448}",292
43325,Yuukoku no Moriarty 2nd Season,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/1200/111522.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/1200/111522l.jpg'}",2021-04-04,2021-06-27,"Great Britain is ablaze with news of a so-called ""Lord of Crime,"" a criminal mastermind responsible for the downfall of several unruly nobles. In truth, the Lord of Crime is not an individual, but rather a group consisting of William James Moriarty and his two brothers, Louis and Albert. Together, they wish to destroy everything rotten about their current world and create a new, fair society for all. To accomplish their goal, they must commit criminal acts, which the great detective Sherlock Holmes and his partner, John H. Watson, cannot abide by. A dangerous cat and mouse game begins between the Lord of Crime and Sherlock, with each trying to outwit the other. Yet Sherlock, despite his skills, has no idea that his foe is right under his nose.

Involved with both parties is a woman named Irene Adler, who is as beautiful as she is cunning. No stranger to scandal, Irene has embroiled herself in one that may be too big even for her, as the classified documents she stole could shake the very foundations of the British Empire. Can Irene be saved, or does a deadly future await her?

[Written by MAL Rewrite]",8.23,293,1064,174455,68715,white,2020-10-09T04:21:29+00:00,2022-03-22T07:49:47+00:00,tv,finished_airing,"[{'id': 13, 'name': 'Historical'}, {'id': 7, 'name': 'Mystery'}, {'id': 40, 'name': 'Psychological'}, {'id': 27, 'name': 'Shounen'}, {'id': 41, 'name': 'Suspense'}]",13,"{'year': 2021, 'season': 'spring'}","{'day_of_the_week': 'sunday', 'start_time': '22:30'}",manga,1433,r,,"[{'id': 10, 'name': 'Production I.G'}]","{'status': {'watching': '22858', 'completed': '82230', 'on_hold': '4548', 'dropped': '2423', 'plan_to_watch': '63032'}, 'num_list_users': 175091}",293
585,Mimi wo Sumaseba,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/1899/109259.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/1899/109259l.jpg'}",1995-07-15,1995-07-15,"Shizuku Tsukishima is an energetic 14-year-old girl who enjoys reading and writing poetry in her free time. Glancing at the checkout cards of her books one evening, she notices that her library books are frequently checked out by a boy named Seiji Amasawa. Curiosity strikes Shizuku, and she decides to search for the boy who shares her love for literature.

Meeting a peculiar cat on the train, Shizuku follows the animal and is eventually led to a quaint antique shop, where she learns about a cat statuette known as ""The Baron."" Taking an interest in the shop, she surprisingly finds Seiji, and the two quickly befriend one another. Shizuku learns while acquainting herself with Seiji that he has a dream that he would like to fulfill, causing her dismay as she remains uncertain of her future and has yet to recognize her talents.

However, as her relationship with Seiji grows, Shizuku becomes determined to work toward a goal. Guided by the whispers of her heart and inspiration from The Baron, she resolves to carve out her own potential and dreams.

[Written by MAL Rewrite]
",8.22,294,644,290011,163300,white,2006-01-20T06:09:43+00:00,2022-03-22T00:33:21+00:00,movie,finished_airing,"[{'id': 8, 'name': 'Drama'}, {'id': 22, 'name': 'Romance'}, {'id': 25, 'name': 'Shoujo'}, {'id': 36, 'name': 'Slice of Life'}]",1,"{'year': 1995, 'season': 'summer'}",,manga,6660,g,"Mimi wo Sumaseba is the highest-grossing Japanese film of 1995. It is also the first Studio Ghibli film that was directed by someone other than Hayao Miyazaki or Isao Takahata, and the first Japanese film that used the Dolby Digital sound format.","[{'id': 21, 'name': 'Studio Ghibli'}]","{'status': {'watching': '4147', 'completed': '214743', 'on_hold': '1689', 'dropped': '618', 'plan_to_watch': '69562'}, 'num_list_users': 290759}",294
40853,Stand By Me Doraemon 2,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/1842/109657.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/1842/109657l.jpg'}",2020-11-20,2020-11-20,"After reminiscing about his late grandmother, Nobita Nobi wishes to see her again and asks Doraemon to return them to the past. Following the wholesome reunion of the two, Nobita's grandmother confesses that she hopes to meet his future bride. Nobita accepts her request out of filial love and quickly scrambles into the time machine as he and Doraemon journey forward in time.

However, when the duo warps to Nobita's wedding day, they discover that the future Nobita is missing from the ceremony! Determined to set things right, Doraemon and Nobita embark on a mission to search for Nobita's future self and encourage him to discover the happiness he deserves.

[Written by MAL Rewrite]",8.22,295,4743,14286,7626,white,2019-12-12T06:52:46+00:00,2022-03-18T02:32:32+00:00,movie,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 15, 'name': 'Kids'}, {'id': 24, 'name': 'Sci-Fi'}, {'id': 42, 'name': 'Seinen'}]",1,"{'year': 2020, 'season': 'fall'}",,manga,5748,pg,"Stand By Me Doraemon 2 was set to have its theatrical release in Japan on August 7, 2020. However, due to the COVID-19 pandemic, the movie was postponed until November 22, 2020.","[{'id': 235, 'name': 'Shirogumi'}, {'id': 247, 'name': 'Shin-Ei Animation'}]","{'status': {'watching': '316', 'completed': '9419', 'on_hold': '118', 'dropped': '119', 'plan_to_watch': '4420'}, 'num_list_users': 14392}",295
